TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,dt1_n1_dx,dt1_n1_dy,dt2_n1_dx,dt2_n1_dy,dt4_n1_dx,dt4_n1_dy,dt8_n1_dx,dt8_n1_dy,dt12_n1_dx,dt12_n1_dy,dt16_n1_dx,dt16_n1_dy,track_id_unique_pred,track_id_parent_pred
31,0,8596,10,0,910.0868247826808,1565.9420715212054,-9.877007146151184,-11.258763049297617,-6.906820167797606,-19.162116416291155,-7.1403373771788665,-22.924078814516633,-4.72074054439895,-23.86300697677143,-6.059430405499711,-25.430504615443848,-1.3394108394019213,-27.49284413738997,-0.3204626531113608,0.0836270354793242,-0.17878260301944435,-1.3455953458779764,-6.8209190604857755,6.018260606920045,5.057664689174026,-1.3670762980684614,-4.74386970312656,4.195333983998738,-20.348218677583546,35.45551529063671,11,0
4,0,5141,53,0,169.77160736563033,149.01427455933498,-9.048946609852834,-7.9487534349520095,-4.912100623880207,-6.673883167556652,-27.108121396346803,7.768346213224162,20.156141502270856,31.90058127448549,50.99421865780261,47.697585211248615,17.787001812658414,84.73907885872646,2.417369908706463,1.9619998387344424,5.7337531028773,4.5134303397522,13.702637291995373,7.8936378900951505,11.312374202564287,14.506477742703655,27.084355295955906,30.848137057292515,53.055147437869465,38.85745459384355,12,0
22,0,5272,114,0,579.6114870677156,208.8599207876032,-6.065835658404808,-10.218530909404393,3.678699533709846,-10.999630191287224,14.507625921354132,-14.914409253330884,18.640271972670575,-10.904710663511107,44.72098454077128,-8.668699118879887,211.23056299716788,40.96740130672055,-3.0069592952779014,0.2951700041951071,-4.9648825358435476,0.6046357300262741,-18.00185962164561,11.037931675222502,-18.76947005548661,13.346941243853875,-19.070197365253406,7.408333809567906,-40.01270652427734,35.65121043984823,13,0
54,0,5657,26,0,455.85072276019775,398.9003051144955,1.1433209493715142,-13.663419795972118,-3.7906273734898255,-17.799844162586453,2.6554629930775486,-16.738468053337723,-39.700222191159924,5.380812244398272,-23.91840011670024,3.0152642908987564,66.67095234317253,-82.98061953685328,-6.754803513607513,8.024811728408643,-7.547417696549077,8.428996038312023,-23.95998251404261,31.638121846327486,-27.20229567078804,45.93600320921283,-29.999252388347802,38.14671738415444,-45.86084958620085,62.702388870369,14,0
8,0,5663,56,0,1363.2507858528136,402.44582515965834,-17.491601204060313,5.56771423859874,-15.161025517940516,-5.75255144111037,-34.73021396282184,34.751705348895996,-63.97668218590684,89.43642972008733,-111.7110282409983,153.43133115992032,-151.7961947047586,188.92777028612892,6.3409592951181555,-10.4604771238178,14.457867878634305,-23.706574589020644,23.69552770538873,-46.81421487633778,44.65382372249838,-73.1262243580898,54.3780653246636,-94.29954563461719,44.89843726507736,-82.05776236395731,15,0
6,0,705429,62,0,210.5361302038396,1193.3024410398766,-7.963973369925583,-10.829181723091097,16.3734920390103,-26.70848021233701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8831780227499144,0.3381144496902391,5.476848559431084,2.4736577817569767,13.466901172361656,4.9257248938825455,14.332643710311489,5.259073603249501,29.682328152913485,17.875847856448818,38.170722103194386,15.05988571024298,16,0
15,0,5797,27,0,65.11133575212136,449.7809401013898,-3.8493254898936016,-13.830382909539082,5.217530745200847,-21.431667923126327,19.665166908472205,-19.35835960895952,24.42457900397369,-18.37057289994118,65.47335404614543,-26.903267890633288,113.47086126691272,-42.88548174382709,3.1901080621794176,0.8712207831829064,7.621634528710308,2.716251295798044,15.655155460240536,5.646640553418151,20.21474186583428,4.8967190126663045,32.92423469211781,25.954250039516033,43.626915566960115,27.93957220483005,17,0
30,0,6567,30,0,1286.8678896457968,824.8501427955272,-8.74892018633318,-10.567765898748348,-5.422744868659493,-15.537914810677195,-5.064440411389568,-15.272998032876327,1.8907758259524599,-10.779938389878792,3.9239707575211473,2.0181070728899613,1.792588748641947,-0.573815099251874,-4.04458957057241,-1.277226221694905,-5.5981742597130975,-1.2312071369728423,-7.640918085175325,0.1841124052717933,-20.485903858657935,-4.1722938612976455,-20.14182900933716,6.168678465459183,-34.53283932111404,11.199346860764544,18,0
57,0,6312,13,0,1047.1805877292318,699.0104453014568,-3.8196597996370656,-22.07428983155989,1.5437705764870768,-37.55949106295475,9.815123841040306,-66.45421172390331,63.338672103197965,-135.66078426318822,122.91023341788036,-225.54443181627227,154.44433659981541,-266.64095746707864,4.5435680655475466,-3.6050088518583387,13.221581671983705,-10.842125793005003,19.152251514729365,-13.488678787177806,37.41781017074093,-20.639517995184892,48.85780902294289,-35.12278512504497,44.87100328026236,-23.32341736904869,19,0
16,0,9513,19,0,1053.6962812549089,1793.0816202768924,-9.542090471503117,-10.544908142580882,-2.4047125423112448,-30.346258602146694,-4.586743766206382,-43.38085900663555,-1.2216356322610409,-82.90404663780396,-10.019616919196553,-160.1584760541161,-12.765948933082885,-175.36815956311645,1.4829043333949348,-10.373712034484818,3.2248512914517184,-25.610218115858704,1.9871912872002968,-45.089553505631905,10.284207028960774,-61.82975849907992,1.176460394922055,-73.88559202935001,0.27431537142872386,-56.75094617707265,20,0
19,0,6314,61,0,1281.4494975013533,698.8192330473489,-8.947179748316785,-9.494490069540236,-5.427548882202473,-14.776104551372786,-2.9610875913324435,-16.663080062586914,8.797948999223761,-16.14492881393585,24.73338401586853,-20.57898035556514,49.26285510707386,-29.376887895434265,-0.4058481945711023,0.8231402460266564,-1.1907740200267118,0.3341253242071939,-13.535203821518841,9.80269643839668,-6.432717726511114,3.315864701043158,-0.11114482318653662,6.639698337106143,-6.773633508121264,16.555771715500775,21,0
24,0,7594,28,0,578.0300198414683,1214.2708170379547,-1.0087533764530008,-13.323746198864455,22.622573846191692,-18.306528160835114,34.0818579411781,-24.743743981803163,47.3737841062092,-22.470348382458496,33.34606222524633,-38.20271685546436,26.96105029419971,-49.540435330799255,-4.688403885838488,1.11986482414206,-5.213693243675704,2.6183618412355534,-24.452886996982798,7.329128901674126,-16.58289841393901,12.736936855198625,-1.5744356930886492,13.180316032177956,-6.426782043876594,7.954091749202927,22,0
44,0,8875,65,0,315.9486426266929,1632.0830962366265,-12.200762702735858,-4.66467114239822,-12.968098061681475,5.891702025589666,-16.938255169659215,21.07331647061733,-59.90844456421718,48.11331291188662,-95.47632241358863,34.84645077295113,-109.55047583689985,66.05088131692014,1.1056334064060414,2.9578062331126147,1.0506297978454926,4.102106419998375,-4.51035435333721,10.65720157834439,-5.426949416585221,19.06283188444684,3.8936809076323087,19.304968657590845,11.931260426542186,23.478100023241225,23,0
63,0,5035,59,0,1859.0139426045694,0.0,-7.000052500394077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0
136,0,5292,54,0,1203.8163392671831,219.40550516502083,-4.750330796236312,-10.101015876105636,16.463877167495642,-4.135647414059349,28.374662100121668,-14.48092713987873,70.6706028240369,-73.75704166107799,77.81294288650997,-121.06728465703111,101.3369887611891,-140.76727384455063,5.456845898920686,5.77411996616368,13.418300760709768,10.383249230093238,29.595531498211656,23.670412893580927,40.47276873554606,33.665883962424964,71.18512930245387,64.11086334521241,84.11831195686563,67.44959173929887,25,0
43,0,9644,29,0,981.2074618023978,1820.4209847715285,-9.476135945633246,-3.7649899252091927,-4.31876540061171,-9.857255395943866,-10.533830047893618,-9.201377492758409,-23.942309208094684,15.792317051595544,-33.6562913973404,14.827034292693725,-46.82734019752922,41.96243154602529,-3.765917314289752,10.41241615602224,-4.194714130245527,16.796504636487295,-8.299968948074511,43.83134143632085,-6.483181657566755,64.31774085232082,-11.275180705350374,76.70482605659102,-1.8919411430890136,106.44802755512772,26,0
118,0,5294,55,0,660.118977037192,220.8498441185406,-4.2011501656087376,-9.211716208055236,-0.479774553502125,-18.37956998565454,7.922491071703575,-19.356166627661594,9.613828647078892,-19.81890781959084,4.201669572229775,-19.520983753979376,25.47645662532034,-29.82317864094432,3.1963709955075474,1.8722040960373616,9.996693306636748,8.409490065065397,20.345162927216272,14.382319364414265,26.605601355488826,11.554809995930873,46.356156597802276,45.095975276522424,47.110842647094344,31.052563016779533,27,0
39,0,7086,98,0,1704.7042442534134,1045.0335437270874,-42.79113931945768,-15.563101647636133,-57.07268462310481,-24.388000290791865,-80.92348489961046,-23.882176654838872,-115.41093736302172,-26.377761566527962,-190.63135274467842,-26.354977328995123,-246.3294556197241,-22.806929011214837,-8.048344961065927,-0.922726541217296,-13.709246724077705,-0.5810038727619824,-30.552343046491853,-1.2707711362573344,-49.863824544769926,0.4394556512601335,-30.571567909263788,2.389049206720228,-66.32506492984264,13.411767506339293,28,0
21,0,689572,113,0,164.5012337592532,692.5051937889534,-12.970275499067867,-19.747897467500245,13.223984935009641,-2.764816841375364,40.01099992449329,2.6325671435604363,76.16104959861036,35.59221766609789,76.44434795532679,78.07333803571977,100.74911640736042,132.39607527201736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0
17,0,5809,77,0,279.49524627651607,461.69234040568574,-18.464156791942514,-26.45587869640707,-18.424763533082626,-25.879072267193013,-13.253912157874195,-27.80991245189199,-7.735621926292765,3.835535012026924,26.191715855231337,-8.479565871168518,20.752384582992875,12.402835716068866,-1.4335367703176456,1.009928339870467,-3.9549505529882727,-1.4840182998118867,-4.309284594247,7.511564399724173,-3.231738624685524,5.933050348568204,-5.4732102481138325,1.7785946822017271,-6.249113352456975,19.73782844503637,30,0
23,0,5683,50,0,622.7663501465883,416.675950569309,-12.296677962351625,-1.2255050683072,-45.22197381291289,25.801400149851407,-87.1816080473452,66.67057914901551,-64.26287199644605,76.99981062696634,-57.28849384339651,105.86217701435345,-36.076788569864455,87.40295694317058,-6.819007853418653,8.500352498404519,-7.6518101539281425,9.327743272375873,-21.404722729849226,28.785891925042424,-24.67930186701869,44.24868786001139,-26.53130392836631,36.12651258296367,-44.360100044255965,62.43567444301338,31,0
9,0,5428,110,0,1651.7594254486637,282.92022497098725,-8.168164447406298,-3.2558092253975697,-5.382589513211087,-4.8482412099246535,-5.8875988349641375,2.7894252656805643,-1.6747703385881323,8.405252206038481,9.765508933138335,-4.4614566045291895,67.39718574405242,-93.5912539958032,2.0118603646687303,-3.1200058068641985,3.8725549898080223,-9.267974930433775,0.8022045190981473,-12.496370777560502,9.586739799427932,-18.004300109270215,4.943079648224623,-22.747171967244476,1.1164522111398578,-10.717428794144213,32,0
5,0,8379,23,0,510.9139741937551,1511.4984044576856,-7.286552543375024,-8.238334814295513,-3.3587804744354344,-15.172591621496622,10.906135818046264,-17.000760778278618,52.24701374867817,0.5139186842320669,60.83051709393357,2.9306119995255813,94.21202533732941,-8.863982210798895,1.5393482011278476,3.5967051517240853,0.6045159844420724,5.005597395878919,5.716695564559527,18.766617723695287,20.204535707850553,26.871703751770006,7.373271758887138,36.81804745203196,40.914624352817505,62.4834544101107,33,0
49,0,6075,48,0,940.8964962761206,584.4503824580207,-1.1100752866972243,-23.76720837602921,1.6366158109307207,-46.53567500575286,5.189786529853676,-113.59114628537468,9.567991733026703,-132.2468544353738,-1.9663360335406423,-124.57786825169741,1.235015041933707,-107.3238274093635,-1.0626047414873565,-4.958259187942118,-0.6472808206579611,-14.437121740783686,-6.110579706465094,-16.769324536299038,0.9279154533786158,-24.61179402379395,-12.952762041055578,-34.09861200852809,-6.142346035427422,-27.59295879529425,34,0
204,0,6461,92,0,875.3834360467515,780.243430571503,-11.612949870953233,-8.227283965442098,-12.070325501535425,-13.047378185800767,-15.336941663966627,-13.282354510917006,-15.058567480722784,-7.3044775460803075,-12.262395864397266,-7.987755994371241,-7.993266040430171,0.9498579946264272,0.014036181896246893,2.0943968179744963,2.0429560687157364,2.1283534110608526,0.2602267504121212,9.527881407956068,-16.861086946279706,17.285718476637708,9.374023990933061,20.80296166889687,4.339304654142321,36.66850090588146,35,0
50,0,5950,4,0,1403.1346144491226,514.9571894763523,-3.0129408167247216,-7.008610731775717,-0.2873945793064649,-7.877097393120096,11.60433036501786,-16.516313015213427,61.011607004260426,-44.39354813522482,107.48782109479704,-73.84344416788258,129.62124072778877,-115.4500718590653,4.087894422774838,-2.1775611532644623,8.278347036678229,-5.966482324132806,13.610162283020024,-6.293909868927951,22.337097415881285,6.283397793945531,26.143468399667803,17.52251091945707,39.02303836461378,8.020866585570175,36,0
224,0,6206,49,0,147.06074550460053,636.8647204796822,4.459654697533324,-2.8054602787066187,33.106319438430894,17.74380120525234,76.79198589579039,27.08415035079804,138.01506551682505,59.356798987005284,153.68694755981002,98.74516958319668,158.5091762699606,134.94114842619604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
3,0,5185,42,0,296.93755546922506,156.8765701422975,-13.443984318003288,-6.747770288223194,-11.440123703614063,-8.523622054356537,-14.24746968233518,-14.783897289340501,8.8567442060463,-9.197198976099203,25.79733486945588,7.866290970827207,45.62165640016725,29.28294455351721,-2.1673120675573108,-2.391650890806454,-1.60213990017716,-2.2767309470769943,-0.9735668717221796,-2.5802368933100563,-4.087419092254874,-4.8822045261737,-0.7938907689087884,2.6589065719059044,16.40042205186938,16.342086094719768,38,0
41,0,6596,5,0,100.58674058896557,853.1571862795132,-2.475714079847066,-14.17537875351752,1.2003085196299708,-21.626578439903483,2.0210495579369763,-26.85354822630541,21.97263659955237,-63.083623123907394,6.945414631306591,-82.65918654403869,-8.848297530440677,-81.18316340343256,1.7143685004101392,-0.7243613259532513,4.076261994749336,-5.231801732009333,4.425658952438593,-2.4404256293092867,12.647184417553287,-11.195902677661678,11.860158325278453,-8.865577473844873,0.482857644108508,19.802918458460503,39,0
0,0,5189,38,0,419.8602495139743,158.8458754936243,-12.758901205494167,-8.768790477846894,-13.468930264120901,-13.829382290527832,-18.80936997552016,-28.800833934381018,-10.156370238503367,-37.206097434346255,18.80759161589185,-37.57915915565197,52.92522963055194,-26.91672041255802,8.927015072078104,1.9117836335908127,15.876619947195673,1.2996977314696148,24.904683886009998,4.057981298806845,61.646615703090156,5.916343007405918,82.25536952395278,13.687780857802904,94.8570158322188,7.157829987196505,40,0
18,0,6984,73,0,747.8010376892407,1003.5134703862744,12.803813359029615,-13.080715373774073,31.99386896795386,-22.596377286416892,37.8582776345869,-20.053700544413914,63.08120840505978,4.110917855445223,106.68097406159175,-24.00038546611404,180.57644085985973,-81.13982023922802,4.605724857019637,-2.464463477906381,11.660943850199313,-9.520920725206924,18.22269555387797,-13.712198090438841,26.82643000388155,-5.509128153060995,35.565159117734616,-5.552630317516922,36.217356615715076,-11.365978886473945,41,0
144,0,5071,6,0,216.43655145232552,70.05180325495016,-15.794459478660345,-6.2804411154717386,-20.04729504185497,-6.870601814779981,-29.03333795010559,-2.4122252041195082,-23.91408878442462,19.03609834772729,-58.46341571551835,32.956753700891596,-80.2554289552287,41.48755387939818,0.9149260080923116,-1.4371304617152112,-2.091204430715475,-4.998147314269437,-1.3493811256247459,-5.7771458222250365,0.4611606158988524,-10.252417926992695,7.999294086810298,-17.033900202864952,1.4306076583522462,-17.321923007623948,42,0
29,0,6223,34,0,623.447500962754,645.9113226124615,15.598016912192636,-26.615055172843427,48.67082050562294,-13.817728049586435,114.50083143192808,-52.218028505618115,138.37737001880734,-137.05613401464635,119.26932996302594,-186.59997749157856,128.6435731025532,-185.5620894690197,1.0146762990340183,0.7942772801213072,2.9629601437630533,-2.6835153735335533,8.391364231679972,4.034143882980803,13.979702971952648,2.9104164325906865,6.697020459344612,13.363027668549368,19.36532328163188,21.096786952608454,43,0
14,0,7505,15,0,985.3528808910422,1167.9796351774064,-14.396616227249751,-4.219722571936018,-14.528482713688051,-6.231853454856491,-56.245431904015504,32.04450512818812,-116.38575578120005,77.66455112352652,-107.72343786959357,-10.178524566599892,-22.017374480694798,-67.36252277842505,-2.04222068349751,-3.0069361930832943,-2.070632430297445,-3.926269876544234,-12.864128211401106,7.94383002424827,1.015135738693548,-14.88100824768045,-10.810583282423373,-9.19028630653376,-22.43147377924471,22.49512972704803,44,0
55,0,6354,1,0,108.3041499748655,726.2428580143741,-2.196738335595583,-14.388142774910419,11.010746940846387,-34.174202135727,40.36572668160042,-92.52982045593716,46.79983926584978,-60.3500671182079,47.41084862537907,-48.037912718526755,0.0,0.0,3.1310345363302114,-2.235101310268025,5.138540746623182,-2.757230025906144,9.878861265273834,-5.384134094464712,21.403883054582558,-11.447728036696072,18.13470516160068,-3.287811103883331,27.44797528992667,-6.5373090625269725,45,0
11,0,8154,22,0,638.8424640291373,1437.4427839537539,10.124074196604852,-26.818295233388422,21.75072000520061,-48.292512539348536,31.785395644176326,-85.36766116781837,67.58802516704486,-116.10384270692543,86.88982307870548,-176.23135022896415,123.51075919935656,-219.61778950486809,1.8749577942623863,-4.950757343778259,1.0332893804423384,-15.719772848409978,0.6193809065991509,-26.374719713612016,11.022461179825445,-26.687956131072536,11.099424443249708,-29.18640555453987,6.935749935250653,-30.385039498733835,46,0
25,0,5083,83,0,785.0058875441566,75.00056250421879,-10.42748655458297,-14.218194878349294,-7.2338049584842565,-23.137605930492114,-18.850030612321927,-36.683067723883816,-28.36129292920225,-39.73793868017949,-22.994717854182912,-35.6138110704137,-20.399084995558155,-35.742941285748245,5.582859186296019,2.4766765917121307,12.887163406392247,4.791508663567901,13.997585849080535,8.741403496019231,30.69451165315964,11.22565664542426,44.918324816939275,24.037835610633074,41.698688735303634,28.41906566519545,47,0
51,0,7899,95,0,216.17748850743752,1332.532161667108,-24.54823716710937,-23.07900256768517,-53.21141223487794,-50.30375919235416,-112.48639826754507,-133.69077734624716,-101.82997727145948,-166.55084923753225,-106.17666350124996,-196.5236416032073,-92.01115894211786,-175.4099225684256,-3.40545360541873,-5.023872363291392,-8.388226965810555,-9.886987090571976,-16.16724341604779,-18.55886338268873,-29.946886870841716,-37.911138660996095,-35.87450123085673,-52.16312925322952,-67.14712514228604,-70.4579429531846,48,0
1,0,5220,76,0,1111.303522565701,176.0699383373148,-8.541040402555609,-12.116999770626705,-5.665068386948861,-25.579770564529184,-1.5417265128025974,-33.922303439205024,26.82018379858323,-30.004443001955,49.00358767041257,-33.43560328658083,86.16832134767195,-54.35690449898597,-5.891517777421464,-0.28895044716994084,-11.08905817122135,-1.8452640533451896,-25.51612761764441,0.4386940547288256,-49.027026304016104,-0.15799616437264466,-32.912936641121746,-0.1415147353922288,-53.069860838302176,0.09778654898504603,49,0
12,0,6501,108,0,1340.60849109969,806.2755790542589,-7.618125721443902,-9.229161287046622,-15.200737292090707,-22.402460330110888,-18.719364750533032,-28.392408498528308,-5.073801688860159,-26.43230357909533,3.241177144356243,-18.253313188250104,7.507366460206412,-19.316497225285392,0.9875032230796622,3.809155975261607,4.011666574970453,6.560491962304102,11.847001981850676,12.473790769535166,14.156518456112337,11.620832159722795,17.48506845185031,52.201894619654425,29.574907928315746,56.731957837156465,50,0
7,0,6630,82,0,1576.4109815838526,876.4336362797278,-2.3585282976721373,-13.214216874623617,13.375967204383414,-49.025190714302646,69.14940970851875,-215.01101649030448,168.51189079847342,-317.0111240383686,325.71064778214117,-443.7005481327832,0.0,0.0,-5.101500645946423,13.125593111436794,-8.805678875758947,24.971552492338624,-12.524072934773494,35.847800313846115,-9.567029917269814,42.568642487485434,-31.314430372050186,82.79623379180116,-11.757598079414699,47.76871728157385,51,0
127,0,5099,102,0,1084.5238021434604,84.69530912958032,-6.289156011302339,-14.401744031304972,1.3158424584821662,-20.5237730856038,-12.583423994968367,-24.457939415053378,-17.194548958272435,-43.179642234749814,18.45150910238453,-26.33047066297073,56.50298999865368,-27.427822154844183,-5.385964234887316,0.7741807888877451,-6.808407598245036,-0.38881240603566347,-26.77102028538928,10.740809764208393,-41.02333195837812,15.00195518908752,-57.51251673989739,30.34164545290725,-61.09296788817272,23.695367195381042,52,0
33,0,5100,37,0,421.6080276063833,86.33618416196934,-10.61083762885147,-11.940917153413634,-12.336831931069016,-18.820483917805547,-19.56645593254882,-26.79672678014997,-11.158072018258906,-20.53971205653912,3.898329821047639,-15.698760372781706,11.410551378972285,-9.212479828854981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0
37,0,6253,70,0,800.5957394382109,661.0041530197294,-21.544026060957776,15.88449807646316,-32.824769006987594,35.043226264545304,-46.509116101797645,80.33660401175393,-46.563320821435006,107.01087574098926,-69.03435409589656,201.656595188606,-90.98252729411615,257.12677396979007,-3.920816831253004,15.459619024803915,-3.8991282731570345,17.96830273364362,-7.59020969635958,32.447154970868766,-6.892259256054766,54.501309947481595,-9.739252231560439,59.896805567776845,-11.980759391128545,74.72966837769526,54,0
148,0,5102,99,0,523.2991230744923,88.90163455156727,-10.918188972781763,-7.843977662322985,-8.99851199663749,-11.272368402696273,-7.172780924276028,-12.35926869917408,10.580040049616514,-13.325359406105196,32.065072575805175,-4.5352156948795965,40.723832262827045,-3.943642656458124,-2.5900167934442098,0.028706461050703732,-6.9672755016484915,-0.2883827593686393,-18.793826648392443,0.590030372320153,-15.567079074564123,3.7113041310403823,27.0880311725838,2.6374190311751393,-1.1996302592621286,5.964518109334483,55,0
42,0,5108,14,0,1167.2021200786148,101.70851118985092,5.3744033289756326,-15.51463764416583,24.663858795810256,-21.022445651828946,3.4560103463581986,-16.879799782407222,-24.043320716166807,-12.550465500966736,6.7360184830802154,-7.56705623879489,29.757056318395602,-23.642188640638967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0
20,0,5493,105,0,182.35167670755246,317.95161784464335,-8.120515257243769,-10.408202488371046,-24.332272630125622,-12.02072966798022,-68.1768028589714,-31.718082858240905,0.0,0.0,0.0,0.0,0.0,0.0,4.10278556649864,-3.0724000270393788,6.928276444934786,-6.507524956801517,4.51602760953967,-6.165263220027438,30.11231325867957,-19.67242871619591,49.57878728233449,-36.39452052685782,48.660287869591805,-33.24861756425615,57,0
53,0,6654,86,0,614.5636339783374,884.8743832438118,-3.074262448056857,-7.579017429949204,4.750538243829965,-20.619846253022388,-2.343441928437187,-24.89295805527365,-16.294360996270257,19.989640628505867,-70.64445234140942,71.44551165390442,-186.7158322972256,81.96562701372535,4.893672897114256,-0.3199601646086674,7.795301787671988,0.6511373318823792,12.249016833364227,3.9489926284153047,22.131160838092608,7.722582302565267,17.922917570681665,25.92407508097077,40.52787403714932,7.12257325806036,58,0
