Unnamed: 0,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt4_n0_dx,dt4_n0_dy,FRAME,prev_dt4_n0_dx,prev_dt4_n0_dy,ux0,uy0,ux1,uy1,ux2,uy2,ux3,uy3,u_flag,ID_next,track_id_unique_pred,track_id_parent_pred,predicted,pos_x_pred,pos_y_pred,dt4_dx_pred,dt4_dy_pred
0,3280,17,0,1128.6388742470642,589.0464488883647,23.028052324566715,-33.979578521887674,0,0.0,0.0,18.477500389098566,18.477500389098566,-29.22303181731445,29.22303181731445,-11.917713046239355,-11.91771304623935,4.021366476593043,-4.0213664765930455,2,11806.0,1,0,1,1123.4547001862427,603.1068012138041,-5.184174060821533,14.060352325439453
1,1169,12,0,1558.5871745658142,260.1791317742349,-49.35245635237516,-44.5468770838678,0,0.0,0.0,14.910931229796347,14.910931229796347,-1.5184253015553886,1.5184253015553892,-13.509379507946596,-13.509379507946589,12.48767162214793,-12.487671622147934,2,8365.0,2,0,1,1564.562672765277,257.7367306035043,5.975498199462891,-2.442401170730591
2,4818,7,0,657.2657154297506,858.3100691371335,-4.43223347072626,-7.173161065740602,0,0.0,0.0,9.272292658569556,9.272292658569556,-43.673435602347105,43.67343560234712,-8.577286279737338,-8.577286279737335,2.1165981368954965,-2.1165981368954982,2,15345.0,3,0,1,643.9728363251363,876.6223974757565,-13.292879104614258,18.312328338623047
3,14810,1,0,1982.9278069863392,1965.688361909825,-128.7025991948433,-2.628654375205315,0,0.0,0.0,18.298121083759533,18.298121083759533,-29.29733333949127,29.29733333949128,-12.970622665459112,-12.970622665459109,3.0735289507109433,-3.0735289507109447,2,,4,0,1,1976.9954434762074,1979.7681730060165,-5.932363510131836,14.079811096191406
4,6684,6,0,179.84414588866485,1084.789613943295,-47.198007371155136,28.05570565048605,0,0.0,0.0,2.2124471826899565,2.212447182689956,-37.858911594155714,37.85891159415573,-0.6037490609614521,-0.6037490609614519,1.7512992309490707,-1.7512992309490714,2,16855.0,5,0,1,168.16092407164825,1100.444254141049,-11.683221817016602,15.654640197753906
5,2526,18,0,512.8440554188475,455.9774474573906,10.841923708118655,-97.95600040995669,0,0.0,0.0,2.3108515919096315,2.310851591909631,-12.928244852218375,12.928244852218375,-0.6971674848313979,-0.6971674848313978,26.490141440751962,-26.490141440751966,2,,6,0,1,519.3550770329222,451.86048979290086,6.511021614074707,-4.116957664489746
6,3999,10,0,1964.9310988130826,754.5853146963257,61.24967979010761,105.51560834069346,0,0.0,0.0,37.49577940500769,37.49577940500768,-2.143105765063696,2.1431057650636958,-1.145437229933757,-1.1454372299337563,1.642083838984988,-1.6420838389849886,2,,7,0,1,1977.9703196230191,768.6756925039429,13.039220809936523,14.090377807617188
7,3620,2,0,857.1080355090628,685.9092643806407,-79.54392883388516,18.3698050408384,0,0.0,0.0,6.614097350381869,6.614097350381867,-17.856652022423987,17.856652022423987,-4.780947780586309,-4.780947780586306,13.17471287881432,-13.174712878814326,2,,8,0,1,857.189341012908,689.311242634959,0.08130550384521484,3.4019782543182373
8,12586,11,0,751.0439049177577,1685.2900087189166,-56.46940596314232,-14.760372898305375,0,0.0,0.0,26.895110277605863,26.895110277605863,-4.322114955234126,4.3221149552341265,-9.145003380874991,-9.145003380874986,2.06417778332583,-2.0641777833258304,2,18882.0,9,0,1,757.5022941999842,1693.7521087479083,6.4583892822265625,8.4621000289917
9,5036,3,0,1077.9434163830028,895.9462194160855,-14.405856675494304,-21.800243345167022,0,0.0,0.0,13.60775278118193,13.607752781181926,-6.443771188102975,6.443771188102976,-16.70691423343531,-16.706914233435302,5.667971197283553,-5.6679711972835545,2,15506.0,10,0,1,1078.2521671614395,896.6980927900707,0.30875077843666077,0.7518733739852905
