TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,track_id_unique_pred,track_id_parent_pred,predicted
18,0,10505,19,0,1767.0773657265242,141.22938970268405,-23.70243054323123,10.641384554081526,-68.50488575972008,16.673705439923992,-132.1249093360252,22.816021302653407,-207.25837018050493,39.16336373995472,-251.4592728286209,43.95471307903781,-328.92466456201464,91.79597988723823,1,0,0
1,0,12877,2,0,2002.050875164104,1523.6779041637246,-9.035927551996792,-14.666586578842953,-5.201164472895017,-9.95382453935531,-15.44563226187006,-34.33898493676111,-30.01076509264521,-66.25422988662149,-51.282692527067184,-100.1333898560599,-65.22971511893684,-122.25838924518234,2,0,0
2,0,10320,47,0,833.5317789539772,20.207452407971324,0.474476092935447,-20.207452407971324,-9.525598907626886,-20.207452407971324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0
16,0,13264,13,0,1061.1355087064546,1742.2309821803103,-11.78315602867383,-8.644483660328433,-16.272342230378403,-11.510622201307571,-30.17735811112925,-13.26474600667416,-47.66583100916955,-9.595125647988882,-45.863498155372106,-4.290678510761154,-58.14877247982304,-1.1657733284114329,4,0,0
10,0,10513,12,0,451.531296624313,151.23794173692352,-5.400897596982985,-3.6651716782535857,-3.8870231407120737,-9.345312907775108,-29.22253768284446,-50.894770160972605,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0
20,0,13201,49,0,1117.8109782750028,1700.2523186856265,-18.116238176763545,-5.382282992141653,-28.44706831441613,-8.92681241639616,-32.87772606273188,-6.153086929823758,-57.99954420843506,-9.982171788874439,-5.5479159021017495,-10.9957973820774,34.95749207371909,-14.53569533073346,6,0,0
14,0,11540,1,0,1225.7494742631322,731.9730609267771,-7.7082150658900455,-8.846370683802093,-6.2279208533173005,-16.684588891421186,-9.315719525247234,-16.061678679505007,-6.448178566336764,-15.98324750061181,-7.159604590507798,-15.122503881834405,-7.14906980651449,-14.329221634237115,7,0,0
11,0,12310,22,0,814.5074961100541,1143.7540055979402,13.149815379083181,-18.74225042416015,13.017913687940565,-28.983094778184746,0.677964263011404,-36.956809411138465,-15.881992790282311,-41.14772952128692,-26.986762898510502,-36.61766036532754,30.13632367985633,-4.3775927519868665,8,0,0
15,0,12314,55,0,0.0,1145.0085875644068,0.0,-11.00008250061842,0.0,-7.000052500393848,0.0,3.0000225001685976,60.42437945695168,29.95715204020735,70.80061068852272,49.42599839643981,0.0,0.0,9,0,0
3,0,10531,52,0,322.1596817034843,165.10895206888222,-12.37141206556953,-6.282949761440933,-11.12223443968844,-0.7254696174545643,-6.410590842067053,30.2803957732867,88.71242561353131,65.19038991486869,212.1108561450617,20.762146735947173,314.5740182323053,-25.396111954319483,10,0,0
19,0,11302,18,0,1828.6903995231592,612.4037453763212,-8.725719568018349,9.036836541815774,-10.58315401336472,16.72521106647696,-17.125923718497233,31.435883223391105,-17.78331930439117,48.98372669560797,-2.1354170296026496,64.70648300760888,38.507816814230644,69.8051123274521,11,0,0
5,0,13543,48,0,321.83075428613057,1893.5430661785683,-6.016588239960357,0.7621390621177397,0.9148853349360024,3.3176922784371072,12.494101573332555,-6.407302250305519,44.540722506561,-6.873476422718794,11.291511302040648,-7.479420822179692,-8.224184037094915,1.391481337068626,12,0,0
12,0,12462,38,0,1774.056871441983,1249.1147819122787,-7.319325645979916,-1.4572189434131817,-8.893268012779117,-1.5983270656499826,-41.96836386578252,17.890436177405487,-79.34232934615011,44.389845374120114,-94.6125938314958,74.04844336242469,-122.02297453501455,117.16368505489231,13,0,0
6,0,12719,41,0,1293.6841819341635,1400.2895236830573,-8.37694255354404,-13.71209398124347,-5.4020841141127685,-20.892698907602608,-11.276579007123699,-24.52058518424497,18.992698078542162,-14.043800450526078,3.2802829209890665,-8.480100330970572,7.396214821857256,7.876893502244683,14,0,0
4,0,12786,34,0,54.984216540756684,1461.2465149763464,-11.875166304356524,-6.350685001209057,-17.747084037728087,-9.373958245681253,-36.68193209817597,-2.304558769543064,-54.984216540756684,-3.2355798943335685,-54.984216540756684,-3.2355798943335685,-19.766054969985444,-23.253872081111012,15,0,0
17,0,10611,6,0,698.2126496921214,229.23858539521413,-17.846847854698122,-5.615509224471027,-16.68508435845024,-6.984226681660432,-23.081113862794496,-2.4665400175439056,-63.812882179639814,34.70430653665514,-46.41820146991438,49.92718585731095,-72.9043629286082,103.72205938584587,16,0,0
8,0,12212,31,0,1531.3841710293473,1075.1070859865226,-39.93695420216682,-10.622581388621937,-65.36108686194848,-16.38233736118582,-140.73456293087702,2.9273414833994598,-288.12232498084967,36.610983698448074,-346.6136646463878,17.665262805881184,-359.66153039645883,15.669459295782874,17,0,0
21,0,12404,3,0,1544.4020473026071,1205.6920349156344,-16.783019996207486,55.210113609641674,-9.23201709125692,76.43685694958684,-6.619258099675335,40.74719180887928,5.787391971063244,15.786699799190727,21.97783393438067,110.5444450719535,18.729016605494508,12.345237543996289,18,0,0
9,0,11575,9,0,1253.2826276670935,750.7090186508627,-4.889918372065266,-8.83034210742494,0.7419028102563061,-13.07304876869864,-0.912262699814164,-14.406757779100873,4.677252208688515,-16.325038496183087,8.383639166225521,-14.913641385169285,9.203149717222686,-16.33427658522271,19,0,0
13,0,11386,25,0,97.45629845798796,649.4579710697137,-11.987081114711414,-16.59127142759371,-7.303319826279122,-24.196867947880264,4.695117641471184,-36.77591439142736,20.63591144744169,-80.59428638825888,37.1367195607525,-102.02038754989496,54.72905331067358,-126.06977269316714,20,0,0
