FRAME,ID,pos_x,pos_y,track_id_unique,track_id_parent,track_id_unique_pred,track_id_parent_pred,dt4_n0_dx,dt4_n0_dy
0,3280,1128.6388742470642,589.0464488883647,17,0,1230,0,23.028052324566715,-33.979578521887674
0,1169,1558.5871745658142,260.1791317742349,12,0,1231,0,-49.35245635237516,-44.5468770838678
0,4818,657.2657154297506,858.3100691371335,7,0,1215,0,-4.43223347072626,-7.173161065740602
0,14810,1982.9278069863392,1965.688361909825,1,0,1203,0,-128.7025991948433,-2.628654375205315
0,6684,179.84414588866485,1084.789613943295,6,0,1211,0,-47.198007371155136,28.055705650486058
0,2526,512.8440554188475,455.9774474573906,18,0,1234,0,10.841923708118655,-97.95600040995669
0,3999,1964.9310988130826,754.5853146963257,10,0,1213,0,61.24967979010761,105.51560834069346
0,3620,857.1080355090628,685.9092643806407,2,0,1228,0,-79.54392883388516,18.3698050408384
0,12586,751.0439049177577,1685.2900087189166,11,0,1204,0,-56.46940596314232,-14.760372898305375
0,5036,1077.9434163830028,895.9462194160855,3,0,1224,0,-14.405856675494304,-21.800243345167022
0,7730,1764.2025634560925,1203.3887724946214,15,0,1239,0,-24.166050503276445,-32.48977396399482
0,3130,654.2842482720554,569.5897410616798,16,0,1229,0,102.59933487623027,-111.69299063383886
1,15345,652.8334819590243,851.1369080713928,7,0,1215,0,-34.874658938552564,14.584137961304464
1,18882,694.5744989546155,1670.529635820611,11,0,1204,0,-40.534632899949656,-8.115971707351719
1,15394,2026.1807786031893,860.100923037019,10,0,1213,0,12.834514011504778,9.905602011918859
1,15506,1063.5375597075088,874.1459760709184,3,0,1224,0,0.2054938770795616,-4.739693267961228
1,14067,777.5641066751773,704.2790694214792,2,0,1228,0,-38.42535082721872,-22.15581266639708
1,16855,132.64613851750977,1112.8453195937814,6,0,1211,0,-46.03554659543429,34.23262932347325
1,11019,756.8835831482857,457.8967504278408,16,0,1229,0,75.05702555660457,-9.223663969130143
1,8365,1509.234718213439,215.63225469036712,12,0,1231,0,-59.22384313187581,-40.630942180523306
1,19694,1854.225207791496,1963.05970753462,1,0,1203,0,-92.21199269238264,75.9555850800748
1,17150,1740.0365129528159,1170.8989985306266,15,0,1239,0,-11.768466014299063,-9.9520519006428
1,11806,1151.666926571631,555.0668703664769,17,0,1230,0,170.831313043612,71.20229213681318
1,9791,523.6859791269661,358.021447047434,18,0,1234,0,18.124278161117214,-13.165279623344588
2,32805,1322.4982396152432,626.2691625032901,17,0,1230,0,-91.84573971915073,148.5595377896135
2,32229,831.9406087048903,448.67308645871066,16,0,1229,0,11.516093128805663,20.66076906284161
2,33543,2039.0152926146948,870.0065250489379,10,0,1213,0,-83.56482301185973,-142.03839351380032
2,33514,617.9588230204716,865.7210460326975,7,0,1215,0,-7.869712352453121,11.113035115959521
2,32939,739.1387558479587,682.1232567550821,2,0,1228,0,-37.31184659997359,-32.63334189121304
2,31822,541.8102572880833,344.8561674240893,18,0,1234,0,12.546372287220038,8.864688091835148
2,36018,654.0398660546657,1662.4136641132593,11,0,1204,0,-36.79157441203245,-3.461798624610537
2,34460,1728.268046938517,1160.946946629984,15,0,1239,0,-38.94729125333197,-25.641132839288048
2,31196,1450.0108750815632,175.0013125098438,12,0,1231,0,-28.299627668599896,-5.9412716472522495
2,33533,1063.7430535845883,869.4062828029573,3,0,1224,0,-4.213356467943868,-5.315448914377043
2,34397,86.61059192207546,1147.0779489172544,6,0,1211,0,-46.981931818049105,34.628469217456995
2,36574,1762.0132150991133,2039.0152926146948,1,0,1203,0,0.0,0.0
3,41712,843.4567018336959,469.33385552155227,16,0,1229,0,39.54470237512793,-0.2639839235259842
3,43585,1689.3207556851846,1135.305813790696,15,0,1239,0,-42.06432418109375,-82.28223236171107
3,41284,554.3566295753034,353.72085551592454,18,0,1234,0,101.42083300867569,-4.840153450791547
3,42294,701.8269092479851,649.4899148638691,2,0,1228,0,-37.157118949030405,-18.6997707274013
3,42838,1059.5296971166445,864.0908338885803,3,0,1224,0,-26.610884111594032,0.5281988929900763
3,45334,617.2482916426334,1658.9518654886488,11,0,1204,0,-59.24410661124558,-8.939490395835493
3,42586,1230.6524998960922,774.8287002929036,17,0,1213,0,6.300220963860966,216.3240703828866
3,42890,610.0891106680185,876.8340811486569,7,0,1215,0,-39.38207148694653,-2.831832441118763
3,40731,1421.7112474129633,169.06004086259156,12,0,1231,0,-74.52069875821417,-11.383796014863293
3,42445,1955.450469602835,727.9681315351378,10,0,1230,0,-61.24294560954445,-47.412707946314185
3,43725,39.628660104026366,1181.7064181347114,6,0,1211,0,-39.628660104026366,29.302664433408154
4,71041,1236.9527208599534,991.1527706757904,17,0,1230,0,45.450422176591026,183.14543819230468
4,71106,1647.2564315040909,1053.023581428985,15,0,1229,0,69.67856785424989,42.17031273669113
4,70181,883.0014042088237,469.0698715980263,16,0,1213,0,79.38933300704444,-8.217666826009237
4,69670,1347.1905486547494,157.6762448477283,12,0,1231,0,-81.41606486073873,-8.820509191339822
4,70536,1894.2075239932904,680.5554235888234,10,0,1239,0,-55.17197271842315,-13.166027959771895
4,71533,2027.8955288713653,1297.4017721435569,19,0,1212,0,-80.3459570335924,8.817459809584532
4,70865,1032.9188130050504,864.6190327815702,3,0,1224,0,-23.370337903519047,23.715496187630148
4,69973,655.7774625839791,348.880702065133,18,0,1234,0,82.63294691455769,-1.7689897600151312
4,71355,0.0,1211.0090825681195,6,0,1211,0,0.0,-1.0000075000564266
4,70874,570.707039181072,874.0022487075381,7,0,1215,0,-7.553906808010878,23.86029897276705
4,72188,558.0041850313878,1650.012375092813,11,0,1204,0,-30.936378071739913,-10.611843630652174
4,70462,664.6697902989548,630.7901441364677,2,0,1228,0,14.281144898134015,-13.714466789109226
5,58372,0.0,1210.009075068063,6,0,1211,0,0.0,3.0000225001685976
5,57928,563.1531323730611,897.8625476803052,7,0,1215,0,14.351386599799982,19.644631813374414
5,56936,738.4104094985366,347.1117123051178,18,0,1234,0,54.500959573145344,-13.709973737925965
5,59114,527.0678069596479,1639.4005314621606,11,0,1204,0,-29.54561940137268,-5.832525321502544
5,57483,1839.0355512748679,667.3893956290515,10,0,1239,0,-12.298484869285176,-4.325415228602424
5,58510,1947.5495718377729,1306.2192319531414,19,0,1212,0,-17.931341431742112,-28.44782562413025
5,57134,962.3907372158684,460.85220477201705,16,0,1213,0,75.4195905460183,156.74700349234018
5,58225,1716.9349993583414,1095.193894165676,15,0,1229,0,-25.607445936642307,-11.759479983290474
5,58323,1282.4031430365442,1174.298208868095,17,0,1230,0,-262.4398479472402,29.74597388152165
5,59637,1859.7948968966148,1959.5714865208367,20,0,1236,0,49.82038950570586,-42.29333401047779
5,56600,1265.7744837940104,148.85573565638845,12,0,1231,0,-37.85174322336274,1.3422697137895625
5,57403,678.9509351970888,617.0756773473586,2,0,1228,0,-0.8666702295665799,-56.15022250187325
5,57917,1009.5484751015314,888.3345289692004,3,0,1224,0,-13.048473243047738,-2.7210282626799653
6,85408,497.5221875582752,1633.5680061406586,11,0,1204,0,-12.934649538482914,-10.874423638332928
6,85924,1909.6152864023209,1917.2781525103594,20,0,1236,0,116.96554035195551,-93.31497490576088
6,83239,792.9113690716821,333.4017385671919,18,0,1234,0,45.3330135480785,48.94382099294217
6,84647,1019.9632950893041,1204.0441827496165,17,0,1230,0,-212.47453450092723,-55.50703659118767
6,84747,1929.618230406031,1277.7714063290111,19,0,1212,0,-44.250589031261605,5.773491929794318
6,84170,996.5000018584835,885.6135007065204,3,0,1224,0,-6.041586908170757,-1.1482942270569083
6,83756,1826.7370664055825,663.0639804004487,10,0,1239,0,11.404091126615867,-6.300195013532061
6,83697,1037.8103277618866,617.5992082643572,16,0,1213,0,26.75800669569389,71.74198561915854
6,84657,0.0,1213.0090975682315,6,0,1211,0,0.0,2.0000150001123984
6,84467,1691.327553421699,1083.4344141823856,15,0,1229,0,-59.13839090745136,-36.42809899420354
6,934104,577.5045189728611,917.5071794936797,7,0,1215,0,-5.205665508684888,5.855949970018855
6,82905,1227.9227405706474,150.19800537017798,12,0,1231,0,-3.967572920863177,-0.5914207378190213
6,83614,678.0842649675221,560.9254548454853,2,0,1228,0,13.60521595631235,-6.22431413243055
7,90914,572.2988534641762,923.3631294636984,7,0,1215,0,11.276664335468466,-3.3734007482560173
7,91266,807.4887605883767,1148.5371461584289,17,0,1230,0,-176.04554404404018,-49.07545557935646
7,92485,2026.5808267542761,1823.9631776045983,20,0,1236,0,0.0,0.0
7,90251,691.6894809238345,554.7011407130548,2,0,1228,0,11.136935867762872,6.233751575574843
7,92138,484.5875380197923,1622.6935825023254,11,0,1204,0,-13.682984717406724,-4.455485257940608
7,89968,838.2443826197606,382.34555956013406,18,0,1234,0,47.16518911575578,13.921201281395838
7,90486,1064.5683344575805,689.3411938835158,16,0,1213,0,28.59081817725314,45.26663200394296
7,91483,1885.3676413747687,1283.5448982588055,19,0,1212,0,55.618822595595475,-16.721827883647393
7,91354,0.0,1215.0091125683439,6,0,1211,0,20.41412890187655,-10.86058034770349
7,90429,1838.141157532198,656.763785386917,10,0,1239,0,3.397309122368597,-7.492788053145205
7,89629,1223.9551676497845,149.60658463235902,12,0,1231,0,64.99060880341221,36.9170593833021
7,90846,990.4584149503128,884.4652064794635,3,0,1224,0,-12.280604209652095,-45.930902184249824
7,91134,1632.1891625142475,1047.006315188182,15,0,1229,0,-30.740866959790534,-21.41432893672777
8,107874,20.41412890187655,1204.1485322206406,6,0,1211,0,11.497025953457197,-12.880218423405724
8,107972,1940.9864639703646,1266.8230703751578,19,0,1212,0,86.52940134128175,2.68686354007491
8,106888,702.8264167915975,560.9348922886296,2,0,1228,0,-10.408630799889352,-14.404556911033067
8,107627,1601.448295554457,1025.5919862514543,15,0,1229,0,-20.0216396962594,-12.004299955621375
8,107725,631.4432165443368,1099.4616905790724,17,0,1230,0,125.84288483909495,115.22967799730371
8,107470,583.5755177996448,919.9897287154423,7,0,1215,0,-2.0588005661835496,4.532977605911469
8,108657,470.90455330238564,1618.238097244385,11,0,1204,0,-14.062169846340735,-0.28527016716816433
8,106547,885.4095717355164,396.26676084152984,18,0,1234,0,-1.2597674223083004,6.0990428948637145
8,106259,1288.9457764531967,186.5236440156611,12,0,1231,0,-24.16567604615284,23.093593998536306
8,107158,1093.1591526348336,734.6078258874588,16,0,1213,0,24.375942315936758,32.944134154509584
8,107035,1841.5384666545667,649.2709973337718,10,0,1239,0,-18.72818547452107,-0.6274603035436712
8,107359,978.1778107406607,838.5343042952138,3,0,1224,0,0.7147402498840165,-65.98156730787889
9,130241,1117.5350949507704,767.5519600419682,16,0,1213,0,22.297564625996074,24.47028726576275
9,131690,456.84238345604484,1617.9528270772169,11,0,1204,0,-5.762334577292164,-0.1971261748501547
9,129896,692.4177859917081,546.5303353775965,2,0,1228,0,3.9068954877634496,1.5374615479323666
9,130888,31.91115485533375,1191.268313797235,6,0,1211,0,-2.5010589693505563,-0.6358652989501934
9,130250,978.8925509905447,772.5527369873347,3,0,1224,0,20.13800430228844,-11.246073952564416
9,3132509,2027.5158653116464,1269.509933915233,19,0,1212,0,0.0,0.0
9,130935,757.2861013834315,1214.6913685763761,17,0,1230,0,-19.949808311983134,9.147402368440453
9,130651,1581.4266558581976,1013.5876862958328,15,0,1229,0,-46.5209836486149,-21.602995487646357
9,129276,1264.7801004070438,209.6172380141974,12,0,1231,0,-8.160421771145138,6.497384561729945
9,129628,884.149804313208,402.3658037363937,18,0,1234,0,-4.004135682230071,-29.89942356506998
9,130047,1822.810281180045,648.6435370302281,10,0,1239,0,-5.0862450361423726,4.432251203544183
9,130495,581.5167172334611,924.5227063213541,7,0,1215,0,45.36557538457134,43.29539665849017
10,133573,1139.8326595767664,792.022247307731,16,0,1213,0,20.46849017167801,27.96368552867693
10,133515,999.0305552928332,761.3066630347704,3,0,1224,0,37.372973634335494,67.88834247936347
10,134187,737.3362930714484,1223.8387709448164,17,0,1230,0,-47.21833293637303,-156.90287415373243
10,133325,1817.7240361439035,653.0757882337723,10,0,1239,0,-8.629045677756494,27.78679917108457
10,134125,29.41009588598319,1190.6324484982847,6,0,1211,0,-29.41009588598319,8.376544069159536
10,132880,880.145668630978,372.4663801713237,18,0,1234,0,0.6776884898299613,2.6142828402939244
10,133169,696.3246814794715,548.0677969255289,2,0,1228,0,3.161545641028169,-1.2540811948274495
10,133815,626.8822926180326,967.8181029798441,7,0,1215,0,13.631889668469169,18.93633074344109
10,133847,1534.9056722095831,991.9846908081863,15,0,1229,0,-76.61519357539714,-28.71718286373948
10,134868,451.0800488787527,1617.7557009023667,11,0,1204,0,-1.5820877055547267,2.636741971183937
10,132600,1256.6196786358987,216.1146225759273,12,0,1231,0,-31.56430826520318,8.144243454592214
11,146179,699.4862271204996,546.8137157307016,2,0,1228,0,3.922821987343127,-11.933869939773672
11,146374,1809.0949904661468,680.8625874048569,10,0,1239,0,-30.72883856971066,11.837629771540378
11,147110,0.0,1199.0089925674442,6,0,1211,0,0.0,-1.0000075000561992
11,146600,1160.3011497484445,819.985932836408,16,0,1213,0,30.919297721397466,29.52673209527893
11,147821,449.497961173198,1620.3924428735504,11,0,1204,0,4.9592256323281845,-0.5997175500494905
11,145655,1225.0553703706955,224.2588660305196,12,0,1231,0,-12.2112938773721,18.178670039947374
11,145911,880.8233571208078,375.0806630116177,18,0,1234,0,19.9270628271496,43.595629194530936
11,146613,1036.4035289271687,829.1950055141339,3,0,1224,0,23.497054645523807,39.370714896325815
11,146809,1458.2904786341855,963.2675079444472,15,0,1229,0,0.40925667025499024,0.20455608381655568
11,146942,690.1179601350754,1066.935896791084,17,0,1230,0,-1.5325060599118387,40.173124102231895
11,146847,640.5141822865016,986.7544337232853,7,0,1215,0,10.073844048099543,2.6314980277500126
