,Unnamed: 0,FRAME,ID,pos_x,pos_y,track_id_unique,track_id_parent,track_id_unique_pred,track_id_parent_pred,dt4_n0_dx,dt4_n0_dy
0,0,0,7602,1840.5199318791265,762.1452659380514,1,0,1023,0,-104.69745506692881,-25.0905193404634
1,1,0,5108,1246.555590368909,204.490822707402,6,0,1026,0,10.184200570785606,-10.740967793209505
2,2,0,7352,286.7643030334256,666.9712321507591,13,0,1016,0,150.46190925692218,-61.08409345131861
3,3,0,6522,329.1402766920528,459.3586100013188,4,0,1002,0,-16.65646602096581,0.3574151800179948
4,4,0,8859,999.8324232544107,1210.5994329900768,5,0,1007,0,36.99167576987156,-31.99808908768796
5,5,0,9611,800.4966564388831,1522.5919919167848,10,0,1029,0,-61.940073405735006,-119.84924868195641
6,6,0,7819,451.4442097474463,866.3015384368013,14,0,1009,0,-1.5949811706682342,10.039919590376485
7,7,0,7565,51.62598598848962,752.3039956571544,7,0,1019,0,-51.62598598848962,0.7016518852019544
8,8,1,19392,1036.8240990242823,1178.6013439023889,5,0,1007,0,91.1911453547748,-15.299111839877241
9,9,1,17697,1256.7397909396946,193.74985491419247,6,0,1026,0,25.354099333260365,-2.4697373644187053
10,10,1,17428,1909.1628466798045,48.3177346719786,15,0,1004,0,-19.064027963169803,137.88467236962302
11,11,1,18404,437.22621229034775,605.8871386994406,13,0,1016,0,13.348072118879545,-213.2866197354924
12,12,1,18871,449.84922857677805,876.3414580271779,14,0,1009,0,15.200004541305475,-26.96325546003323
13,13,1,19751,738.5565830331482,1402.7427432348286,10,0,1029,0,13.538984368371985,-116.52874869904848
14,14,1,20744,1874.0140551054133,2039.0152926146948,16,0,1032,0,-2.9783762229187687,-42.12245810158333
15,15,1,18651,1735.8224768121975,737.0547465975882,1,0,1023,0,-59.10162281593398,21.585336746261763
16,16,1,18142,312.4838106710871,459.7160251813368,4,0,1002,0,-9.745399120528248,2.8039034863729166
17,17,1,18670,0.0,753.0056475423563,7,0,1019,0,0.0,1.0000075000564266
18,18,2,27809,1282.093890272955,191.28011754977376,6,0,1026,0,15.272580130259941,-2.5123073214679152
19,19,2,29748,752.09556740152,1286.21399453578,10,0,1029,0,12.961084009109072,-119.18180044043696
20,20,2,28150,450.5742844092273,392.60051896394805,13,0,1016,0,-232.32107631170035,-46.03956528983469
21,21,2,27799,1890.0988187166345,186.2024070416016,15,0,1004,0,14.332308210044632,74.99952175996523
22,22,2,28983,465.0492331180835,849.3782025671446,14,0,1009,0,6.100059242581779,-119.93331509568372
23,23,2,28280,302.7384115505588,462.5199286677097,4,0,1002,0,-66.7942621478089,20.86778477307189
24,24,2,28856,0.0,754.0056550424127,7,0,1019,0,0.0,63.00047250354396
25,25,2,31000,1871.0356788824947,1996.892834513112,16,0,1032,0,-7.9657937636677625,-36.851704524963004
26,26,2,29530,1128.015244379057,1163.3022320625114,5,0,1007,0,74.44396691476686,-7.993715495924334
27,27,2,28861,1676.7208539962635,758.6400833438498,1,0,1023,0,-166.35892975203956,2.664757563741091
28,28,3,42054,235.9441494027499,483.3877134407816,4,0,1002,0,-4.405517141117201,43.04212959080553
29,29,3,42602,0.0,817.0061275459567,7,0,1019,0,0.0,54.00040500303771
30,30,3,43244,765.0566514106291,1167.0321940953436,10,0,1009,0,5.454403469655971,-23.277369560479432
31,31,3,43218,1202.459211293824,1155.3085165665873,5,0,1007,0,96.12348402334808,3.801365368080724
32,32,3,41779,218.25320809752688,346.56095367411336,13,0,1016,0,-95.32218904419884,58.08535092834751
33,33,3,44691,1863.069885118827,1960.0411299881484,16,0,1032,0,3.5563973045398143,23.698509522674843
34,34,3,42458,471.1492923606653,729.4448874714609,14,0,1029,0,-39.46208423135636,-107.169449983303
35,35,3,41661,1904.431126926679,261.20192880156685,15,0,1023,0,2.8530968644154195,86.32941324920097
36,36,3,42525,1510.361924244224,761.3048409075908,1,0,1004,0,-164.04152632729938,-111.33410768528904
37,37,3,41566,1297.3664704032146,188.76781022830585,6,0,1026,0,8.479277396250154,-1.842356206262906
38,38,4,55047,1305.845747799465,186.9254540220429,6,0,1026,0,-4.4643939959989885,-11.884034936119065
39,39,4,56593,770.5110548802852,1143.7548245348635,10,0,1009,0,45.361564763761976,9.409424262887569
40,40,4,55577,231.5386322616327,526.4298430315871,4,0,1002,0,0.5766426306507242,23.931868424759386
41,41,4,56614,1298.582695317172,1159.109881934668,5,0,1007,0,78.0516255186285,5.424249834231431
42,42,4,55378,122.9310190533281,404.6463046024609,13,0,1016,0,-38.98167422907122,25.782571191608948
43,43,4,56174,0.0,871.0065325489944,7,0,1019,0,0.0,41.000307502305866
44,44,4,55729,431.68720812930894,622.2754374881579,14,0,1029,0,-84.10742352489234,-17.880735783878325
45,45,4,58040,1866.6262824233668,1983.7396395108233,16,0,1032,0,-10.656749856107352,-23.77105581759201
46,46,4,55773,1346.3203979169245,649.9707332223018,1,0,1004,0,-46.8228897388335,-12.816918177074056
47,47,4,55289,1907.2842237910943,347.5313420507678,15,0,1023,0,30.05684560749978,27.10737026170955
48,48,5,74243,1855.9695325672594,1959.9685836932315,16,0,1032,0,-6.449804738708735,-29.691366281045017
49,49,5,69670,347.57978460441666,604.3947017042798,14,0,1029,0,-45.606123736744,45.904390057186326
50,50,5,70764,0.0,912.0068400513004,7,0,1019,0,30.080047263448893,60.03623351003
51,51,5,69752,1299.497508178091,637.1538150452277,1,0,1004,0,-58.02333977710782,-83.563606498622
52,52,5,68895,1937.3410693985943,374.63871231247737,15,0,1023,0,10.24526384776118,4.286814374855055
53,53,5,71457,815.8726196440471,1153.164248797751,10,0,1009,0,55.70021644711914,25.550468784894747
54,54,5,71489,1376.6343208358005,1164.5341317688994,5,0,1007,0,67.9629770342342,-27.393844680933853
