Unnamed: 0,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt4_n0_dx,dt4_n0_dy,FRAME,prev_dt4_n0_dx,prev_dt4_n0_dy,ux0,uy0,ux1,uy1,ux2,uy2,ux3,uy3,u_flag,ID_next,track_id_unique_pred,track_id_parent_pred,predicted,pos_x_pred,pos_y_pred,dt4_dx_pred,dt4_dy_pred
0,7602,1,0,1840.5199318791265,762.1452659380514,-104.69745506692881,-25.0905193404634,0,0.0,0.0,3.2002927098881444,3.2002927098881435,-2.313754982936425,2.313754982936425,-36.462241741769,-36.462241741768985,0.4501150263263967,-0.45011502632639694,2,,1,0,1,1832.1437016392583,754.131559730776,-8.376230239868164,-8.01370620727539
1,5108,6,0,1246.555590368909,204.490822707402,10.184200570785606,-10.740967793209505,0,0.0,0.0,27.455568110923124,27.455568110923124,-1.7558977155394129,1.7558977155394129,-4.296935901098112,-4.29693590109811,8.918003405074707,-8.918003405074709,2,17697.0,2,0,1,1257.4664599672976,209.69587174533535,10.910869598388672,5.20504903793335
2,7352,13,0,286.7643030334256,666.9712321507591,150.46190925692218,-61.08409345131861,0,0.0,0.0,31.483030760368344,31.483030760368337,-8.260444290410174,8.260444290410174,-0.4031380567799233,-0.4031380567799232,2.2797902074940715,-2.2797902074940732,2,,3,0,1,295.624896829202,679.2543427693504,8.860593795776367,12.283110618591309
3,6522,4,0,329.1402766920528,459.3586100013188,-16.65646602096581,0.3574151800179948,0,0.0,0.0,1.4594828285457824,1.4594828285457822,-4.26594121407032,4.2659412140703195,-12.948418441258118,-12.948418441258116,23.752567074180217,-23.75256707418023,2,18142.0,4,0,1,333.7597558714351,449.5280950934819,4.619479179382324,-9.830514907836914
4,8859,5,0,999.8324232544107,1210.5994329900768,36.99167576987156,-31.99808908768796,0,0.0,0.0,1.3137559114762956,1.3137559114762951,-1.0900311409320171,1.0900311409320174,-1.0126241599315684,-1.0126241599315682,39.00999597495432,-39.00999597495434,2,19392.0,5,0,1,1013.828632399003,1197.5361509771374,13.996209144592285,-13.063282012939453
5,9611,10,0,800.4966564388831,1522.5919919167848,-61.940073405735006,-119.84924868195641,0,0.0,0.0,1.1319009792810737,1.1319009792810732,-0.0779615018179507,0.07796150181795071,-0.4959546236531336,-0.4959546236531335,40.72059241378961,-40.720592413789625,2,,6,0,1,815.4802999706824,1508.6904034768434,14.983643531799316,-13.901588439941406
6,7819,14,0,451.4442097474463,866.3015384368013,-1.5949811706682342,10.039919590376485,0,0.0,0.0,-0.3987452926670585,2.5099798975941496,-0.3987452926670585,2.5099798975941496,-0.3987452926670585,2.5099798975941496,-0.3987452926670585,2.5099798975941496,0,18871.0,7,0,0,449.84922857677805,876.3414580271779,-1.594981170668234,10.039919590376599
7,7565,7,0,51.62598598848962,752.3039956571544,-51.62598598848962,0.7016518852019544,0,0.0,0.0,5.716588851446326,5.716588851446326,-8.441685432782174,8.441685432782176,-15.423957421267932,-15.423957421267927,12.844175797899151,-12.844175797899153,2,18670.0,8,0,1,51.84745890747689,748.3819437505687,0.22147291898727417,-3.9220519065856934
36,19392,5,0,1036.8240990242823,1178.6013439023889,91.1911453547748,-15.299111839877241,1,36.99167576987156,-31.99808908768796,0.642258978889,0.6422589788889999,-0.13489731397911553,0.13489731397911553,-0.30288947269098393,-0.3028894726909838,41.346364375307225,-41.34636437530725,2,,5,0,1,1060.197111567007,1156.5026176298059,23.37301254272461,-22.098726272583008
37,17697,6,0,1256.7397909396946,193.74985491419247,25.354099333260365,-2.4697373644187053,1,10.184200570785606,-10.740967793209505,18.686987084937112,18.686987084937112,-5.196851511919233,5.196851511919233,-7.870103360268954,-7.870103360268952,10.672463333560726,-10.672463333560733,2,27809.0,2,0,1,1263.1943240398227,193.0045446076434,6.454533100128174,-0.7453103065490723
