TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,dt6_n0_dx,dt6_n0_dy,dt10_n0_dx,dt10_n0_dy,track_id_unique_pred,track_id_parent_pred
6,0,10176,17,0,1653.5151201944034,1978.4890897566129,-8.288659123395972,13.381640440791898,-5.81397208982753,13.002878090047949,-2.252089293262088,16.007802027647585,0.0,0.0,0.0,0.0,0.0,0.0,3.4973073988032866,60.52620285808165,0.0,0.0,1,0
4,0,7168,20,0,537.7486695441662,245.21678937841182,42.43157369477274,16.361820848334702,109.72141781633137,4.850112018295589,137.95047279707626,31.36697236574716,199.4811717205199,68.20091775267738,246.04714108506823,72.63022879022836,318.71786445437806,80.32486362821558,163.93186697169173,59.894048398958226,234.25587880183818,84.86835916466973,2,0
11,0,8450,3,0,1752.3231521136508,949.596557465258,3.6665296634316737,-5.696272606105367,14.729593634437606,11.747405381364839,80.51290596028866,112.38115782945957,68.82158276301857,332.30507671227315,-44.31712011520426,271.90569252202596,-106.2242901665727,371.74778869121286,85.98600335062271,188.82593015713462,-29.95496154801208,355.10257165954874,3,0
2,0,10082,2,0,997.2195488458392,1906.9905815223096,-33.385254247015716,-8.395033509199038,-41.75094801840089,-9.160762819544516,-144.06510429910895,32.016985417784326,-134.21307629729515,132.0247110923849,0.0,0.0,0.0,0.0,-156.50618566843048,99.2988123566024,0.0,0.0,4,0
5,0,8947,11,0,562.8415544030297,1266.459291885804,-11.598624027949429,-7.007565002136516,-12.769217965981513,-15.033521524049776,-46.444655885338754,-11.709301896333725,-77.0356808694566,-3.038634560480886,-94.17524022236671,46.64077772517544,-97.52738188010471,69.4724154680066,-70.40044482977765,-9.894509394797524,-89.43159261000744,19.202082670607297,5,0
0,0,8213,14,0,1614.5050037164933,818.7948301178404,-7.955376844384546,-12.404021639726352,-24.81182304267077,6.349192875715175,-27.700944985904925,53.40060205036707,17.126951457687255,105.14849621441294,161.56828936738108,90.75020045621635,42.87073537678703,-43.21354664354953,-25.115941234576674,86.46228466745424,126.71137223210577,153.7536914650536,6,0
3,0,10150,19,0,1875.9238675695187,1950.8322514721438,-36.71626554244404,27.370851893550025,-34.88093913230614,59.59985106100317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0
10,0,9880,9,0,2039.0152926146948,1775.0133125998443,0.0,1.0000075000561992,-27.944817954163,18.84957230414921,-38.773200281471645,43.27394294093165,-156.18138434640036,68.93242920013199,-397.8919265992438,191.16887267363472,-480.99036008095163,80.2348329063193,-74.87975205428847,57.85929515523094,-276.44540367970785,178.31375823148983,8,0
9,0,7500,18,0,455.0417915273681,439.35960611590934,-8.130932598608524,-35.35801546039197,-13.149566685068464,-58.328988736455706,-21.106172915604304,-76.0112242501587,-63.34540557009899,23.04815933481961,109.53384578611508,18.83154791090965,140.06206748229772,53.96450995295096,-56.53019654867853,-32.801626395356834,24.715311758187113,38.02637396757399,9,0
1,0,7853,1,0,386.58768326348803,629.326742751082,-10.219607922025602,-8.751219667207806,-10.089977124156576,-13.613441531863144,-16.40290928869632,-16.26572906456318,-25.72809358966493,-11.234576656527793,-24.77071376754145,-15.220242811743677,-16.45987201554982,-20.16972089304977,-20.98230674503634,-14.923637007821641,-26.57777562597272,-9.521609714002693,10,0
7,0,9598,6,0,438.9095684126569,1593.6649520428234,-6.665105722396959,7.741227350096325,-5.9815452936001074,13.693797885061256,-12.983311103638355,25.583093807381374,26.26586388044774,103.78687477940504,73.99251283859189,164.35369482970052,61.401471683569405,185.6939930551448,-8.623368980571001,58.80359147569766,46.04388607416581,109.50966298903995,11,0
8,0,8158,10,0,995.9757482648724,788.0312750422353,5.033402368528186,6.7971354289969685,1.3488822677599046,22.214892781863114,21.17668457629645,39.704201632483546,46.384274618944566,89.85890076414749,58.77389464235807,0.02239317622036197,30.09460327477018,62.31092245204752,59.27294542742516,81.73943476975181,59.51687459848404,-8.443632324316129,12,0
0,1,22048,14,0,1589.6931806738226,825.1440229935556,-1.3807521712267317,12.14425393596946,-2.8891219432341586,47.05140917465189,-0.30411819190589995,80.11309179173907,151.52319527477653,147.4044985893385,135.4637721523236,0.19681461904940534,22.06297036739602,-40.852210275307584,41.93877450035802,98.79930333869775,186.38011241005188,84.40100758050119,6,0
7,1,25360,6,0,432.9280231190568,1607.3587499278851,-3.8283313148055527,-2.2014187595345898,-7.0017658100382505,11.889295922320116,-2.641823686970895,45.109793590636386,52.02543136776593,95.81586510397871,76.82658180928456,162.08363345657745,79.18666914366962,185.50236491660348,32.24740917404785,90.09307689434375,79.974058132192,150.65989694463929,11,0
8,1,22001,10,0,997.324630532632,810.2461678240982,15.04111685698888,6.069037491333803,19.827802308536548,17.489308850620432,57.92406315966525,59.52454198788871,58.16799233072413,-30.658525106179237,51.16474168971138,24.29235954966771,19.64285126243965,-90.23503728069599,45.035392351184676,67.64400798228439,57.42501237459817,-22.192499605642748,12,0
