TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,track_id_unique_pred,track_id_parent_pred,predicted
0,0,3280,17,0,1128.6388742470642,589.0464488883647,-10.758788464638428,-6.893381690560773,-12.124707479940753,-19.49166481556449,23.028052324566715,-33.979578521887674,193.85936536817871,37.22271361492551,102.01362564902796,185.78225140453898,108.31384661288895,402.1063217874256,1,0,0
1,0,1169,12,0,1558.5871745658142,260.1791317742349,-15.453055119054625,-11.456965019644684,-20.61349565035016,-22.737139847465468,-49.35245635237516,-44.5468770838678,-108.57629948425095,-85.1778192643911,-136.87592715285086,-91.11909091164335,-211.39662591106503,-102.50288692650663,2,0,0
102,0,4818,7,0,657.2657154297506,858.3100691371335,-6.491118832319786,-7.15158392821138,2.3845795979353848,-10.351742200524427,-4.43223347072626,-7.173161065740602,-39.306892409278824,7.410976895563862,-47.17660476173194,18.524012011523386,-86.55867624867848,15.69217957040462,3,0,0
7,0,14810,1,0,1982.9278069863392,1965.688361909825,-21.35508384433524,5.254851953045544,-45.45052041406621,-21.21750890217527,-128.7025991948433,-2.628654375205315,-220.91459188722592,73.32693070486948,0.0,0.0,0.0,0.0,4,0,0
9,0,6684,6,0,179.84414588866488,1084.789613943295,-13.34679648820682,0.5720010396594262,-23.522700285513395,9.910836751586203,-47.198007371155136,28.055705650486058,-93.23355396658943,62.288334973959316,-140.21548578463853,96.9168041914163,-179.84414588866488,126.21946862482444,5,0,0
10,0,2526,18,0,512.8440554188475,455.9774474573906,-6.1393033867638005,-17.922183519661644,4.331379053075011,-52.770010717259595,10.841923708118655,-97.95600040995669,28.966201869235874,-111.12128003330128,41.512574156455905,-102.25659194146613,142.9334071651316,-107.09674539225769,6,0,0
11,0,3999,10,0,1964.9310988130826,754.5853146963257,8.582745102785566,21.74382474143579,26.20130365812406,52.566855744855395,61.24967979010761,105.51560834069346,74.0841938016124,115.4212103526123,-9.480629210247344,-26.617183161187995,-70.72357481979179,-74.02989110750218,7,0,0
4,0,3620,2,0,857.1080355090627,685.9092643806407,-26.39586226561641,28.07940943305573,-44.12413121017414,22.875733842190925,-79.54392883388516,18.3698050408384,-117.96927966110388,-3.7860076255586814,-155.28112626107747,-36.41934951677172,-192.43824521010788,-55.11912024417302,8,0,0
6,0,12586,11,0,751.0439049177577,1685.2900087189166,-19.16659356575769,-3.0126084042017283,-28.537717210843088,-4.456164832533432,-56.46940596314232,-14.760372898305375,-97.00403886309198,-22.876344605657096,-133.79561327512442,-26.338143230267633,-193.03971988637002,-35.277633626103125,9,0,0
8,0,5036,3,0,1077.9434163830028,895.9462194160855,-9.527253670070651,-11.93027883192292,-8.402805369519228,-17.2372581855858,-14.405856675494304,-21.800243345167022,-14.200362798414746,-26.53993661312825,-18.41371926635861,-31.855385527505288,-45.024603377952644,-31.327186634515208,10,0,0
3,0,7730,15,0,1764.2025634560925,1203.3887724946214,-12.895422740619324,-14.629010535217276,-12.462808647333304,-21.365169207166677,-24.166050503276445,-32.48977396399482,-35.934516517575496,-42.441825864637615,-74.88180777090747,-68.08295870392567,-116.94613195200121,-150.36519106563674,11,0,0
5,0,3130,16,0,654.2842482720554,569.5897410616798,21.80089110749361,-35.335135204237304,55.78710932617628,-77.97534914693972,102.59933487623027,-111.69299063383886,177.65636043283484,-120.916654602969,189.1724535616405,-100.25588554012741,228.71715593676845,-100.51986946365338,12,0,0
102,1,15345,7,0,652.8334819590243,851.1369080713928,-7.575996201193902,-8.836711277932407,-11.291892435153954,-11.881016731547787,-34.874658938552564,14.584137961304464,-42.74437129100568,25.697173077263983,-82.1264427779522,22.86534063614522,-89.6803495859631,46.725639608912275,3,0,0
6,1,18882,11,0,694.5744989546155,1670.529635820611,-18.515937995066,-5.689011832861753,-27.499098506846853,-7.4825298820021535,-40.534632899949656,-8.115971707351719,-77.3262073119821,-11.577770331962256,-136.5703139232277,-20.517260727797748,-167.50669199496758,-31.129104358449922,9,0,0
11,1,15394,10,0,2026.1807786031898,860.100923037019,12.834514011504778,21.905692012593818,12.834514011504778,27.905737012931358,12.834514011504778,9.905602011918859,-70.73030900035496,-132.13279150188146,-131.9732546098994,-179.5454994481956,-187.14522732832256,-192.71152740796757,7,0,0
8,1,15506,3,0,1063.5375597075088,874.1459760709184,-0.9929620945222268,-2.4773018545579357,-1.9323526412720184,-3.6470573860171953,0.2054938770795616,-4.739693267961228,-4.007862590864306,-10.055142182338274,-30.61874670245834,-9.526943289348196,-53.98908460597738,14.188552898281955,10,0,0
4,1,14067,2,0,777.5641066751773,704.2790694214792,-10.9349493748623,-7.165771927091554,-18.783157302519953,-12.401354760207028,-38.42535082721872,-22.15581266639708,-75.73719742719231,-54.78915455761012,-112.89431637622272,-73.48892528501142,-98.6131714780887,-87.20339207412064,8,0,0
