,Unnamed: 0,TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,dt6_n0_dx,dt6_n0_dy,dt10_n0_dx,dt10_n0_dy,track_id_unique_pred,track_id_parent_pred
0,0,6,0,9601,36,0,1781.5099600045705,260.87692598519203,4.752709308796057,-1.9320350341875496,15.675469344035944,-16.588007243769653,31.7630879506944,-67.74768585886986,62.0244659938221,-161.3492229177186,60.75536390686465,-167.73771675879928,67.1618416332467,-211.22481723252383,56.1412124756298,-151.92424541011502,62.075413209465296,-163.83316044848533,1,0
1,1,21,0,9859,11,0,1064.984091198095,456.5299465793309,12.500922753333953,0.9864508017260504,23.82845919873467,-2.0270901976177242,50.30089780547223,5.053133779730558,129.5157638726041,10.572555410225561,178.9426759761789,7.721396758487343,204.48542503958947,9.451649969036284,87.70536689832102,9.928913463578796,161.5539164218842,8.306069329882689,2,0
2,2,16,0,11204,44,0,1988.83734374346,1264.1262956155115,-0.14622488641020934,-5.860652953081398,-0.11270331798482405,-5.817619830839478,0.06192935436206426,-7.264171121312982,0.8830671615817209,-8.59988566828929,0.34492875732780703,-10.018214994011712,8.460002702805014,-12.30538077273468,-1.2892806615650445,-10.358027946454968,3.4547274203432607,-10.35187568126139,3,0
3,3,10,0,10250,15,0,909.021383563172,683.8964972501028,3.4653258712394286,-9.65864589865771,8.237476359745415,-15.560168793669504,12.803319299681108,-17.59548838502576,16.41775238131163,-21.321719995702885,-18.96771134331027,-1.3686885563712394,-7.610108339331077,11.794155102007947,13.829499529771173,-24.45694407128326,8.001354277404063,-8.43046349658755,4,0
4,4,23,0,9867,35,0,1419.1662007292548,461.67911670438974,24.751726530151487,-27.726362018849105,58.55221557574009,-46.4886038413846,129.05568887354843,-62.97834353622551,222.93240554436875,-108.78948742438378,309.17787133527304,-166.69902542821296,408.8569675415346,0.003124589715696402,175.63692354341038,-83.80176023975213,254.6937634102296,-138.78666443439988,5,0
5,5,14,0,10507,4,0,1550.803003466339,851.8950585597722,32.04630005589502,5.348665655890954,29.946306769605822,-3.9033289420331134,25.50293897867209,-3.776283077406788,93.99915085329168,54.804854671800854,110.65467158371008,84.19827438457594,95.11056188495218,112.84888903215929,53.950961734461096,26.03789977288125,102.53559688653354,70.8010499213119,6,0
6,6,19,0,9808,6,0,1369.127174493238,401.82438877879997,14.50502085375456,-27.10009328801323,32.42637888277181,-49.93644769411941,56.41475976419178,-66.68674427495512,107.03463849149034,-90.60268472654128,92.86872923663805,-88.06549448451936,0.0,0.0,85.5010721208664,-82.16801064768488,90.99613326464303,-106.20111986161535,7,0
7,7,1,0,11728,5,0,1329.1123137218865,1541.5565688999054,-11.048034933110099,-112.97766356271336,-10.400432321408973,-164.076797117237,-158.26620220710583,-61.34230343887043,-184.43887478157782,136.92229121814213,-9.972891632936124,223.4363804773557,176.89942966593892,158.96741826365587,-173.07560836861194,13.760402769366696,-135.11264201854124,185.41414086036187,8,0
8,8,7,0,9875,48,0,964.196054092932,466.4441442927031,4.472664518414831,-0.31037237312472143,-5.26250941937883,-1.523177951851153,-21.300847685006033,23.596926535400648,-71.18482910335717,31.223726896052536,-114.00112471380328,61.91235105829941,-113.87660247770224,58.12740123455643,-41.558784284269905,25.015741481603584,-101.1626657349958,48.23525312534576,9,0
9,9,18,0,11795,29,0,976.8518064955887,1585.2049072366046,6.281306205509168,-20.616388369705874,16.26458500294075,-27.788035471483003,20.99439538799016,-42.070129171231656,-5.603051628788877,-85.7248951540962,-24.6956130800645,-96.22220115445498,-36.03721312074607,-108.61499925290579,2.6186842593953092,-73.75210681943622,-15.11676391906849,-88.94772139729935,10,0
10,10,4,0,11733,47,0,1011.5528847255234,1542.356455793302,1.1147984302265286,-20.368245308070527,4.38418599811223,-34.6908048219791,3.776918087400986,-48.80562774441954,12.513095471654424,-44.201113577383005,-3.8745304244600898,-59.3008713980455,-13.929254639913097,-66.65343917733139,16.152726941984838,-43.39421228467222,4.3661894245213935,-53.56172675907442,11,0
11,11,15,0,10134,21,0,1514.7325489169696,607.7433177243682,7.391878058455178,-18.903773305966865,6.745147816566032,-29.242041407660732,-7.485118895232063,-46.79081138639322,-4.2637018193318,-70.89615724751172,8.151598048879805,-47.35233048634541,26.89203570159839,-44.85361758108388,-10.801096031310408,-69.73692556458138,0.7810229982083001,-56.72311280363226,12,0
12,12,2,0,9303,30,0,329.5252933393469,51.09558941048014,8.002896310167841,-0.3911340174805247,15.094684276425257,2.994204603379288,23.181614665244236,10.767738554000587,51.57938060680864,46.702710022473575,52.27909404704542,80.35993677630607,42.64427565831181,150.73545018469588,37.027626772153894,24.653382622141343,53.941090469377286,61.17164131638361,13,0
13,13,9,0,10269,1,0,1738.9318287064661,694.9420404918345,18.852699675176385,-13.698122669074447,44.04485842724715,-35.38002651415036,78.68339644638354,-107.94310923268269,120.2991615789956,-293.75321026149925,173.99914273203623,-326.1752912811845,203.6084466131158,-300.2085794343845,135.0390366384593,-217.4829612056396,167.88988022073704,-315.6996860007843,14,0
14,14,3,0,10274,37,0,1272.1901652961571,703.4871784475212,-18.780183586266048,-8.294375653041243,-37.07631772237005,-8.286440708644705,-82.40425753681552,-8.518357432503194,-151.14807256198833,-20.066984629581498,-172.18318876813328,-66.0112344077736,-95.44275424661282,-117.22849671909626,-108.17844317750223,-9.839046727656976,-188.1002505594097,-44.73722501734562,15,0
15,15,22,0,9647,25,0,44.31199607027116,294.88896985485195,-2.533562038785945,-9.427606741972397,7.761069627572082,-14.325419921838147,27.35499347734049,-20.4743603277318,51.45733804768725,-20.118812143644906,89.03348308053063,-25.764318855044962,102.9336308169212,-29.965590542933175,38.29889497350114,-17.76779565691948,91.87330265237341,-23.87223309615132,16,0
16,16,24,0,10992,24,0,1497.378662713186,1106.9767564761933,-3.969923527165065,-5.520592277273637,-7.1263021460617875,-8.308747896036266,-5.806429711208012,6.196047166545213,-17.488726434387445,4.708394628306452,-26.773600217239622,-5.7212442827833465,-38.24399517368488,-40.78050980345574,-11.00880426682238,9.124662279521543,-21.644237035824517,3.417209654030785,17,0
17,17,8,0,9713,51,0,380.1631039579247,346.09599211656587,-4.390410757550853,2.5441032620503847,-9.378284569869605,-4.193586523251041,-39.747267859864394,-38.3401737454804,-139.13100470956323,-252.16751464875068,-186.29955638996609,-270.7034687062405,-267.3151507657645,-270.1020479306044,-88.06374183394394,-173.69947783197674,-184.01444587709358,-268.8575483687887,18,0
18,18,12,0,9650,3,0,1274.0193711474758,296.1996295762183,-2.6789590036380564,-22.698204182287043,1.0729445742374537,-32.10662709156452,6.544042060418861,-33.22924632755473,9.45732874905616,-35.10046347453368,1.3706588995801212,-62.11804969571574,-66.05234090330327,-153.62073444996392,7.343781738320104,-33.03606870287268,11.144135913691343,-46.89155776665224,19,0
19,19,17,0,11316,26,0,1924.4063719543421,1314.0132289888274,2.8410466661050577,-8.406798408212126,0.7662512749759571,-10.859673990772308,4.893116338442724,-14.190960299151811,9.532638462237172,-19.36477734558844,10.880272479218323,-15.907398765170223,12.917936022135565,-20.915247664323715,5.8255780446415875,-17.82869453542412,9.206911167555972,-19.557056113512765,20,0
20,20,20,0,10552,2,0,1511.0717261787963,872.2501435827745,30.280335558521987,9.47311073015976,22.635443376067553,8.92960696047362,14.230043785091539,5.37701184538173,82.18137187209686,59.767455843076974,106.3919530911121,102.45927188372671,98.44640222985754,134.13261549255662,36.90864306408389,28.964616290707568,92.66574474040749,83.40166171810074,21,0
21,21,5,0,9531,14,0,1639.478531123341,205.83898279693813,-33.796294019575946,-12.394532397720926,-1.3765006052212811,-13.803666015038884,3.026676501349129,-14.521517090043318,5.690660591521009,-23.16655280441645,20.544096444425804,-38.041188461334144,18.37186161196837,-41.22170409622677,-25.036374252096486,-18.092150698898358,11.966287926524956,-29.238229279156908,22,0
22,22,0,0,9468,18,0,169.74479500925898,167.10318932038834,12.326260042042437,-4.669638384462047,30.824860913252287,-8.827106464576358,53.88960278641764,6.2408716775892685,91.75695494254185,95.353555655228,184.1283256160585,161.0816430957107,307.1871717469605,196.3893744000355,64.56684097441561,30.625025133231983,139.2888781265468,152.78128817781337,23,0
23,23,26,1,28544,54,0,87.0006525048938,0.0,-2.6374992599221367,12.193539551329927,-8.992095875193483,26.56630281730193,-22.314827226902512,49.988296685840474,-65.08598540058435,84.6800990146459,-48.49019220746282,148.9555347533226,10.74837492053561,199.83756328079696,-54.33363223039765,67.25164496201575,-63.29615016541043,115.75942669586998,24,0
24,24,4,1,30848,47,0,1015.9190741500447,1488.7947290342277,-1.2900651224858848,-1.4258914287718198,-8.240719848981485,-5.7391446389710845,-15.5218476837357,-10.270302271954732,-17.55021383474525,-16.855308416699927,-32.89069276146563,-45.10197488589915,-32.56343276299867,-91.33701223299431,-18.295444064434488,-13.091712418256975,-23.85778555698164,-24.20001461826405,11,0
25,25,18,1,30854,29,0,961.7350425765202,1496.2571858393048,-8.275328488007519,-7.373411994573642,-9.578849160996015,-7.274479757155633,-14.831040927653362,-8.527219379017424,-27.72046767185043,-34.14065909088731,-42.78733835189496,-54.81203915232072,-36.80158396345757,-49.06825194948237,-20.92044920167757,-19.667277855606468,-37.51973993324327,-48.88516722652457,10,0
26,26,29,1,31687,60,0,1155.0086625649694,2039.0152926146948,-17.78157545931367,-63.186293354551026,-80.32848227752059,-95.8625568053244,-135.49764228693084,-186.99979453032847,-193.14113756121662,-99.54543916633749,-63.12360219988001,-152.6551375140107,0.0,0.0,-207.7029808626569,-190.57878736586758,-131.3659225347642,-108.7330757202476,25,0
