,Unnamed: 0,Unnamed: 0.1,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt8_n0_dx,dt8_n0_dy,track_id_unique_pred,track_id_parent_pred
0,0,0,0,5248,57,0,903.5392549791393,374.35624744694513,46.55595323103944,-43.87515636175874,1,0
1,1,1,0,5249,14,0,1799.9888211922214,505.1089160188408,4.758438962353465,17.225467538587054,2,0
2,2,2,0,5250,54,0,1695.8453598073875,513.5174501944794,-14.04397802299809,-2.2766099473643635,3,0
3,3,3,0,5251,49,0,1102.982127175388,542.7171008667939,2.2993653000219183,26.27407941505487,4,0
4,4,4,0,5252,74,0,2006.1307277765561,545.6517337744107,-4.563785906635985,-226.03300346789624,5,0
5,5,5,0,5253,89,0,1817.0177544346886,563.1623621034964,-17.94343442623245,15.865392702545025,6,0
6,6,6,0,5254,15,0,633.224256118701,634.6743371950729,143.64209518860545,-53.57346025018922,7,0
7,7,7,0,5255,67,0,530.184684690302,732.1342241335118,8.255765783518767,3.966942400089806,8,0
8,8,8,0,5256,4,0,813.6466378169638,753.6464333581176,250.1062475716843,-40.510809561046464,9,0
9,9,9,0,5257,40,0,499.08709480416053,761.5515430139827,2.2052832772732245,-0.11654919800082553,10,0
10,10,10,0,5258,75,0,2039.0159552998505,914.0071521059652,-53.04776340232525,13.70623154455302,11,0
11,11,11,0,5259,1,0,1561.5527138814095,999.3838679404358,102.4093874960677,-88.44401249769385,12,0
12,12,12,0,5260,24,0,1228.894324563438,1028.0668324080445,1.6799391091196867,3.81105866929488,13,0
13,13,13,0,5261,86,0,1372.067248743634,1027.7549359537406,-1.3329572202997042,-0.33652752644911743,14,0
14,14,14,0,5262,59,0,883.7099387313385,1035.6237976632815,161.81143153782546,-219.5268084759515,15,0
15,15,15,0,5263,61,0,1575.1512041751273,1095.5188262811541,151.30920096511431,-90.22286015406885,16,0
16,16,16,0,5264,27,0,171.9923983953559,1155.5082323814952,-69.58525068525917,46.78985737858238,17,0
17,17,17,0,5265,53,0,1373.619755961708,1195.3044462142439,46.34916940609765,-59.163268565559065,18,0
18,18,18,0,5266,32,0,1781.1653750128064,1225.4425165247405,0.0,0.0,19,0
19,19,19,0,5268,39,0,1588.151057798291,1263.8219143240756,239.17717797222645,147.03050607133878,20,0
20,20,20,0,5269,11,0,1324.629616508147,1281.1767558783436,43.52596775075972,-29.82667603585741,21,0
21,21,21,0,5270,58,0,1269.694869638493,1330.1849321021255,88.18618541823366,-16.641678867265455,22,0
22,22,22,0,5271,79,0,1089.9348252791738,1359.9905068552491,-188.43033588280042,-264.1851689377295,23,0
23,23,23,0,5272,60,0,617.5947219217779,1364.5386361843946,-140.40945323277884,47.49347952557946,24,0
24,24,24,0,5273,7,0,1502.674088667978,1378.738525855677,34.61657746193646,-13.485527940358224,25,0
25,25,25,0,5274,52,0,1975.5178727446546,1430.740878071284,-65.96072338340196,-56.599410893572674,26,0
26,26,26,0,5275,8,0,1452.0472812931305,1522.786546476044,-0.4105049870597668,91.9357862013612,27,0
27,27,27,0,5276,83,0,577.0878304187535,1626.6332987322,-10.540328608990649,-114.44994400510971,28,0
28,28,28,0,5277,80,0,1790.140857454359,1672.0764585809445,13.826692656713927,-5.5413849022315835,29,0
29,29,29,0,5278,6,0,714.7383979614424,1841.3917505618494,194.37257632014985,36.76241637107296,30,0
30,30,30,0,5243,20,0,1604.3372038060013,63.78328432997024,268.6774525336848,-63.78328432997024,31,0
31,31,31,0,5244,66,0,428.6014034178923,75.59562833385611,20.964485793513067,-4.9662874595552315,32,0
32,32,32,0,5245,21,0,1381.7026126568376,243.15457250942185,-28.764567613584177,31.881443599628426,33,0
33,33,33,0,5246,5,0,405.5366924725335,312.80909828332904,79.63962160172258,38.10604952919334,34,0
34,34,34,0,5247,78,0,1576.8491224223033,330.91024515104044,-43.33121291313272,-127.22966214163289,35,0
35,35,35,1,5632,60,0,477.1852686889991,1412.0321157099743,-32.29519364016096,67.17094160731996,24,0
36,36,36,1,5633,83,0,566.5475018097627,1512.1833547270905,26.410541645172554,-23.87934569520689,28,0
37,37,37,1,5634,8,0,1451.6367763060705,1614.7223326774053,4.827480006830911,50.324049889830114,27,0
38,38,38,1,5635,80,0,1803.967550111073,1666.5350736787134,-85.86487047366654,-36.26349371983042,29,0
39,39,39,1,5636,6,0,909.1109742815922,1878.1541669329224,49.36400175305505,-70.2731879609496,30,0
40,40,40,1,5637,92,0,934.00730860719,2039.0159552998505,136.6443961733836,-46.088412860243814,36,0
41,41,41,1,5597,20,0,1873.0146563396854,0.0,40.58702095191303,35.517898751805895,31,0
42,42,42,1,5598,66,0,449.5658892114054,70.62934087430087,99.0395014702687,30.446129190609067,32,0
43,43,43,1,5599,78,0,1533.5179095091705,203.68058300940757,0.0,0.0,35,0
44,44,44,1,5601,21,0,1352.9380450432534,275.03601610905025,-10.165050966583069,30.07310581973433,33,0
45,45,45,1,5602,74,0,2001.5669418699201,319.6187303065143,-10.680452018511232,1.9146117920017791,5,0
46,46,46,1,5603,57,0,950.0952082101787,330.4810910851864,76.70823828962045,-166.31558913619287,1,0
47,47,47,1,5604,5,0,485.17631407425597,350.9151478125224,46.451398926274976,115.38393614501685,34,0
48,48,48,1,5605,91,0,1987.6117837624854,405.9785543825019,-175.70372055379883,-189.97236605552845,37,0
49,49,49,1,5606,54,0,1681.8013817843896,511.2408402471151,2.7943327967052483,48.059888096046286,3,0
50,50,50,1,5607,14,0,1804.7472601545746,522.3343835574278,-11.233225907256385,1.1697128621266302,2,0
51,51,51,1,5608,49,0,1105.2814924754098,568.9911802818488,-10.848388611435439,5.349896378868267,4,0
52,52,52,1,5609,89,0,1799.0743200084562,579.0277548060417,-46.574964116310866,-41.2709917238716,6,0
53,53,53,1,5610,15,0,776.8663513073062,581.1008769448837,125.94102115708893,-87.85626147619911,7,0
54,54,54,1,5611,90,0,1993.7531613662336,642.5671937901108,-35.372027491944664,-17.844451936270048,38,0
55,55,55,1,5612,4,0,1063.7528853886483,713.1356237970713,33.745807281625055,12.552411655748527,9,0
56,56,56,1,5613,67,0,538.4404504738208,736.1011665336015,0.0,0.0,8,0
57,57,57,1,5614,40,0,501.2923780814337,761.434993815982,3.7771788314220767,14.000050124430347,10,0
58,58,58,1,5615,59,0,1045.521370269164,816.09698918733,-119.85146754777577,471.18795046435537,15,0
59,59,59,1,5616,1,0,1663.9621013774772,910.939855442742,0.09435243156099203,5.895163330637388,12,0
60,60,60,1,5617,75,0,1985.9681918975248,927.7133836505184,-74.4516723011907,3.161840415869733,11,0
61,61,61,1,5618,61,0,1726.4604051402414,1005.2959661270853,107.82839788314051,30.99264573606968,16,0
62,62,62,1,5619,86,0,1370.7342915233346,1027.4184084272915,-32.326743710635576,33.626979578508326,14,0
63,63,63,1,5620,24,0,1230.5742636725574,1031.8778910773394,7.318331176037417,12.983863447434034,13,0
64,64,64,1,5621,79,0,901.5044893963734,1095.8053379175194,221.0772048679164,-138.12211728866092,23,0
65,65,65,1,5622,53,0,1419.9689253678055,1136.1411776486848,-17.322966871915927,-0.10764128272421658,18,0
66,66,66,1,5623,27,0,102.40714771009674,1202.2980897600776,-18.144731415458,41.77149496224524,17,0
67,67,67,1,5624,33,32,1728.2501465641947,1240.7090072702495,-124.95034143502285,4.295636420981737,39,0
68,68,68,1,5625,11,0,1368.1555842589066,1251.350079842486,103.08190375002188,-53.410689727913216,21,0
69,69,69,1,5627,58,0,1357.8810550567266,1313.54325323486,70.8431919616139,49.891218438417816,22,0
70,70,70,1,5628,36,32,1937.8109657588468,1327.9269932733148,-38.40110154114882,-0.07547415094222742,40,0
71,71,71,1,5629,7,0,1537.2906661299146,1365.2529979153185,179.05083342697048,77.48659645532621,25,0
72,72,72,1,5630,52,0,1909.5571493612526,1374.141467177711,-36.16319015893987,-11.89572127811175,26,0
73,73,73,1,5631,39,0,1827.3282357705173,1410.8524203954141,152.8630920161797,-14.732504428788614,20,0
74,74,74,2,5696,61,0,1834.288803023382,1036.2886118631548,6.46310809921556,-41.876149127474825,16,0
75,75,75,2,5697,24,0,1237.892594848595,1044.8617545247735,-28.66006339036517,32.723643618974855,13,0
76,76,76,2,5698,86,0,1338.4075478126988,1061.0453880058,-34.17997752514998,53.544457445685566,14,0
77,77,77,2,5699,53,0,1402.64595849589,1136.0335363659606,-15.969562246200216,36.21068839550935,18,0
78,78,78,2,5700,11,0,1471.2374880089285,1197.9393901145731,9.970645799379326,-32.72437917113143,21,0
79,79,79,2,5701,27,0,84.26241629463874,1244.0695847223226,8.603567038247846,-17.439903504933678,17,0
80,80,80,2,5702,33,32,1603.299805129171,1245.0046436912312,-144.15021613519866,19.81482763364329,39,0
81,81,81,2,5703,59,0,925.6699027213882,1287.2849396516856,374.9631895375322,53.633770298874204,23,0
82,82,82,2,5704,36,32,1899.409864217698,1327.8515191223723,-134.92559119891735,-11.385843000962264,40,0
83,83,83,2,5705,52,0,1873.3939592023125,1362.2457458995996,48.58603710459488,-29.44205261495131,20,0
84,84,84,2,5706,58,0,1428.7242470183405,1363.4344716732778,99.91100859988752,182.5976280585737,22,0
85,85,85,2,5707,39,0,1980.1913277866968,1396.1199159666253,0.0,0.0,26,0
86,86,86,2,5708,7,0,1716.341499556885,1442.7395943706451,223.2224179479244,-30.296920360663986,25,0
87,87,87,2,5709,60,0,444.8900750488381,1479.2030573172942,52.71433412977775,133.86726776700448,24,0
88,88,88,2,5710,83,0,592.9580434549354,1488.3040090318837,5.024374072989417,-97.52350710492556,28,0
89,89,89,2,5711,80,0,1718.1026796374067,1630.2715799588825,-128.63889790572512,-186.54144001065518,29,0
90,90,90,2,5712,8,0,1456.4642563129016,1665.0463825672355,95.45574584718906,141.31641166185022,27,0
91,91,91,2,5713,6,0,958.4749760346472,1807.880978971973,61.96869511004411,13.12070878350096,30,0
92,92,92,2,5714,92,0,1070.6517047805735,1992.9275424396067,0.0,0.0,36,0
93,93,93,2,5676,20,0,1913.6016772915991,35.517898751805895,-237.58856248897564,-35.517898751805895,31,0
94,94,94,2,5678,66,0,548.6053906816741,101.07547006490995,143.92709162781182,57.889111672934206,32,0
95,95,95,2,5679,57,0,1026.803446499799,164.16550194899347,76.55597276657045,-110.64845830787256,1,0
96,96,96,2,5680,91,0,1811.9080632086866,216.00618832697361,0.0,0.0,37,0
97,97,97,2,5681,21,0,1342.7729940766706,305.10912192878465,-5.440725070156077,23.87699473332561,33,0
98,98,98,2,5682,74,0,1990.8864898514087,321.53334209851613,-134.16297081135306,0.7015237074874676,5,0
99,99,99,2,5683,5,0,531.627713000531,466.2990839575392,-102.025494524321,-307.0798061956353,34,0
100,100,100,2,5684,15,0,902.8073724643956,493.24461546868463,0.0,0.0,7,0
101,101,101,2,5685,89,0,1752.4993558921453,537.75676308217,-63.39015055669872,21.768077175470577,6,0
102,102,102,2,5686,54,0,1684.5957145810944,559.3007283431613,-39.158846501449254,70.12386347286724,3,0
103,103,103,2,5687,49,0,1094.4331038639743,574.341076660717,-4.907265233596263,-13.197800959691108,4,0
104,104,104,2,5688,90,0,1958.381133874289,624.7227418538407,-23.07036345436585,13.290928878318482,38,0
105,105,105,2,5689,68,67,510.5791365381386,720.0546319735812,-33.22049327921826,-0.19555294575354765,41,0
106,106,106,2,5690,4,0,1097.4986926702734,725.6880354528198,-22.553311220531892,56.413048734685276,9,0
107,107,107,2,5691,71,67,561.0009482892447,760.4079151678627,3.6517173361479536,-22.095491951504073,42,0
108,108,108,2,5692,40,0,505.06955691285583,775.4350439404125,0.0,0.0,10,0
109,109,109,2,181950,14,0,1793.514034247318,523.5040964195546,-75.34056429658905,89.62750430448703,2,0
110,110,110,2,5693,1,0,1664.0564538090384,916.8350187733794,-77.69818539883613,-35.252877552106156,12,0
111,111,111,2,5694,75,0,1911.5165195963345,930.8752240663879,101.2835732067938,176.37361503228593,11,0
112,112,112,2,5695,79,0,1122.5816942642898,957.6832206288583,-23.15046464674697,339.3274141996952,15,0
113,113,113,3,6016,20,0,1676.0131148026237,0.0,0.0,0.0,31,0
114,114,114,3,6017,57,0,1103.3594192663697,53.51704364112089,0.0,0.0,1,0
