,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt8_n0_dx,dt8_n0_dy,track_id_unique_pred,track_id_parent_pred
49,49,49,49,4,107874,6,0,20.41412890187655,1204.1485322206406,8.99596698410664,-13.516083722355914,5,0
50,50,50,50,4,107972,19,0,1940.9864639703646,1266.8230703751578,0.0,0.0,13,0
51,51,51,51,4,106888,2,0,702.8264167915975,560.9348922886296,-6.501735312125902,-12.867095363100702,8,0
52,52,52,52,4,107627,15,0,1601.448295554457,1025.5919862514543,-66.5426233448743,-33.60729544326773,11,0
53,53,53,53,4,107725,17,0,631.4432165443368,1099.4616905790724,105.89307652711182,124.3770803657442,10,0
54,54,54,54,4,107470,7,0,583.5755177996448,919.9897287154423,43.30677481838779,47.828374264401646,3,0
55,55,55,55,4,108657,11,0,470.90455330238564,1618.238097244385,-19.824504423632906,-0.4823963420183191,9,0
56,56,56,56,4,106547,18,0,885.4095717355164,396.2667608415298,-5.263903104538372,-23.800380670206266,6,0
57,57,57,57,4,106259,12,0,1288.9457764531967,186.5236440156611,-32.32609781729798,29.59097856026625,2,0
58,58,58,58,4,107158,16,0,1093.1591526348336,734.6078258874588,46.67350694193283,57.41442142027233,12,0
59,59,59,59,4,107035,10,0,1841.5384666545667,649.2709973337718,-23.814430510663442,3.804790900000512,7,0
60,60,60,60,4,107359,3,0,978.1778107406607,838.5343042952138,20.852744552172453,-77.22764126044329,1,0
61,61,61,61,5,133573,16,0,1139.8326595767664,792.022247307731,51.387787893075476,57.49041762395586,12,0
62,62,62,62,5,133515,3,0,999.0305552928332,761.3066630347704,60.8700282798593,107.25905737568928,1,0
63,63,63,63,5,134187,17,0,737.3362930714484,1223.8387709448164,-48.75083899628487,-116.72975005150057,10,0
64,64,64,64,5,133325,10,0,1817.7240361439035,653.0757882337723,-39.357884247467155,39.62442894262495,7,0
65,65,65,65,5,134125,6,0,29.41009588598319,1190.6324484982847,-29.41009588598319,7.3765365691033375,5,0
66,66,66,66,5,132880,18,0,880.145668630978,372.4663801713237,20.60475131697956,46.20991203482487,6,0
67,67,67,67,5,133169,2,0,696.3246814794715,548.0677969255289,7.084367628371298,-13.187951134601116,8,0
68,68,68,68,5,133815,7,0,626.8822926180326,967.8181029798441,23.70573371656872,21.567828771191106,3,0
69,69,69,69,5,133847,15,0,1534.9056722095831,991.9846908081863,-76.20593690514215,-28.512626779922925,11,0
70,70,70,70,5,134868,11,0,451.0800488787527,1617.7557009023667,3.3771379267734574,2.037024421134447,9,0
71,71,71,71,5,132600,12,0,1256.6196786358987,216.1146225759273,-43.77560214257528,26.32291349453959,2,0
72,72,72,72,6,169322,15,0,1458.6997353044405,963.4720640282635,71.44539027973178,56.46756179933516,11,0
73,73,73,73,6,168169,12,0,1212.8440764933234,242.4375360704669,-71.12980011998549,45.09225326358234,2,0
74,74,74,74,6,169135,16,0,1191.2204474698422,849.5126649316869,52.96889901634654,37.23484388632528,12,0
75,75,75,75,6,168908,10,0,1778.366151896436,692.7002171763972,-22.67810573471661,0.016927070752217332,7,0
76,76,76,76,6,169676,6,0,0.0,1198.008985067388,0.0,0.0,5,0
77,77,77,77,6,169168,3,0,1059.9005835726923,868.5657204104598,24.603078331871075,22.47524854714129,1,0
78,78,78,78,6,169364,7,0,650.5880263346013,989.3859317510353,15.129897376512075,-10.23980314632297,3,0
79,79,79,79,6,170421,11,0,454.45718680552596,1619.7927253235016,11.475012036668884,3.856578389151764,9,0
80,80,80,80,6,169531,17,0,688.5854540751636,1107.109020893316,99.40448743633215,-0.8193893530597052,10,0
81,81,81,81,6,168633,2,0,703.4090491078427,534.8798457909278,-33.69982075898224,-72.43959073309294,8,0
82,82,82,82,6,168415,18,0,900.7504199479577,418.6762922061485,109.6800819755016,197.4915791186018,6,0
83,83,83,83,7,184736,12,0,1141.714276373338,287.52978933404927,35.724546538490586,-46.69549597865881,2,0
84,84,84,84,7,185927,15,0,1530.1451255841723,1019.9396258275988,66.69990197758966,32.991109061711995,11,0
85,85,85,85,7,186939,11,0,465.9321988421949,1623.649303712653,3.623283698833745,7.9921527091937605,9,0
86,86,86,86,7,185896,7,0,665.7179237111133,979.1461286047122,-11.724665089124072,1.2877100790067288,3,0
87,87,87,87,7,185417,10,0,1755.6880461617193,692.7171442471495,-11.436309234125929,-15.733135620114355,7,0
88,88,88,88,7,185785,3,0,1084.5036619045636,891.040968957601,0.0,0.0,1,0
89,89,89,89,7,185310,18,0,1010.4305019234594,616.1678713247502,20.651231332689804,52.13374156865041,6,0
90,90,90,90,7,185055,2,0,669.7092283488605,462.44025505783486,7.093024894047973,22.528606186621914,8,0
91,91,91,91,7,186079,17,0,787.9899415114958,1106.2896315402563,-80.90119371951118,-27.65239733816475,10,0
92,92,92,92,7,185772,16,0,1244.1893464861885,886.7475088180122,15.897852361486912,-2.0666214339390763,12,0
93,93,93,93,8,221282,12,0,1177.4388229118285,240.83429335539049,-35.52848614014897,4.1628740040644345,2,0
94,94,94,94,8,221696,2,0,676.8022532429085,484.9688612444568,-46.904437811225655,-79.89519047551505,8,0
95,95,95,95,8,222496,7,0,653.9932586219892,980.4338386837187,4.993925664416906,20.64147823895189,3,0
96,96,96,96,8,222405,5,3,1091.0463151479055,914.5479923141014,51.30621325362768,84.87256392032646,15,0
97,97,97,97,8,222571,15,0,1596.845027561762,1052.9307348893108,122.60767174355988,47.14458959274043,11,0
98,98,98,98,8,222026,10,0,1744.2517369275934,676.9840086270351,55.2852293379094,-29.23359664595921,7,0
99,99,99,99,8,223532,11,0,469.5554825410288,1631.6414564218467,4.8886709396819015,0.006817555317184088,9,0
100,100,100,100,8,222003,18,0,1031.081733256149,668.3016128934007,8.542331307632368,32.32091147711719,6,0
101,101,101,101,8,222291,4,3,1057.0799635862718,842.1428264023349,-34.81937822476084,-47.38860962172634,16,0
102,102,102,102,8,222360,16,0,1260.0871988476754,884.6808873840732,28.75815982672885,-25.010961763448787,12,0
103,103,103,103,8,222616,17,0,707.0887477919846,1078.6372342020916,335.9387233256664,-75.703770228292,10,0
104,104,104,104,9,238753,18,0,1039.6240645637813,700.6225243705179,40.32607271545953,38.4904987415938,6,0
105,105,105,105,9,239047,16,0,1288.8453586744042,859.6699256206242,-11.341161760009527,-12.150885670587964,12,0
106,106,106,106,9,239283,17,0,1043.0274711176507,1002.9334639737996,-69.81739099457445,-47.769225282471545,10,0
107,107,107,107,9,239282,7,0,658.9871842864061,1001.0753169226707,-59.86420772126803,14.89411951283887,3,0
108,108,108,108,9,239281,5,3,1142.3525284015332,999.420556234428,17.723342012247485,4.007374361978805,15,0
109,109,109,109,9,240310,11,0,474.4441534807106,1631.648273977164,30.718110243523608,6.660404782583782,9,0
110,110,110,110,9,238964,4,3,1022.260585361511,794.7542167806085,-17.786809204296105,-40.96971945342922,16,0
111,111,111,111,9,238651,10,0,1799.536966265503,647.7504119810759,-3.2809640149914685,-69.22426599722097,7,0
112,112,112,112,9,239419,15,0,1719.4526993053219,1100.0753244820512,67.92980806959304,17.69891019570946,11,0
113,113,113,113,9,237945,12,0,1141.9103367716796,244.9971673594549,-114.65128619112396,9.61434967728846,2,0
114,114,114,114,9,238205,2,0,629.8978154316827,405.07367076894167,-27.972454640208525,-18.27151135735835,8,0
115,115,115,115,10,265476,5,3,1160.0758704137804,1003.4279305964067,-51.85582220189258,-52.19592909881385,15,0
116,116,116,116,10,265664,15,0,1787.382507374915,1117.7742346777607,107.37738130117054,11.420043842450696,11,0
117,117,117,117,10,3132520,23,0,2019.515802711156,1283.51004346609,-227.57311083821224,-52.5480606390347,17,0
118,118,118,118,10,265710,22,0,32.425555734525354,1156.6870392151309,32.90677321309843,12.103169157112912,18,0
119,119,119,119,10,264847,10,0,1796.2560022505115,578.5261459838549,3.1799099070594816,-52.99639006115114,7,0
120,120,120,120,10,265128,18,0,1079.9501372792408,739.1130231121118,10.590484898271825,-3.444336766340598,6,0
121,121,121,121,10,265483,7,0,599.1229765651381,1015.9694364355097,-6.3982742600338725,15.898158390763342,3,0
122,122,122,122,10,265301,16,0,1277.5041969143947,847.5190399500364,-9.35116485913568,35.411684095812234,12,0
123,123,123,123,10,265142,4,3,1004.4737761572148,753.7844973271792,-23.75419188284923,-36.03259537503686,16,0
124,124,124,124,10,264311,12,0,1027.2590505805556,254.61151703674327,33.25186559255917,8.530050971929313,2,0
125,125,125,125,10,266558,11,0,505.1622637242343,1638.3086787597476,-18.803125634536173,9.653308327175637,9,0
126,126,126,126,10,265433,17,0,973.2100801230763,955.164238691328,134.36740206048444,336.18103118165385,10,0
127,127,127,127,10,264506,2,0,601.9253607914742,386.80215941158343,-63.747123657654704,-46.411970739792025,8,0
128,128,128,128,11,298080,17,0,1107.5774821835607,1291.3452698729818,-173.6888382804084,-267.8716237392144,10,0
129,129,129,129,11,297602,5,3,1108.220048211888,951.2320014975928,-22.567033760177765,-22.806722631971297,15,0
130,130,130,130,11,297187,4,3,980.7195842743657,717.7519019521425,-26.134360683647746,-51.89041952475486,16,0
131,131,131,131,11,297231,18,0,1090.540622177513,735.6686863457712,7.665395501519242,-62.79221452621299,6,0
132,132,132,132,11,297903,22,0,65.33232894762378,1168.7902083722436,66.66999737794688,-45.63011017659596,18,0
133,133,133,133,11,296392,12,0,1060.5109161731148,263.14156800867266,-27.955449873125644,41.88158859570075,2,0
134,134,134,134,11,296874,10,0,1799.435912157571,525.5297559227038,6.2017962899519725,-70.18181086930872,7,0
135,135,135,135,11,297706,7,0,592.7247023051042,1031.867594826273,-25.02123087160385,31.20693450015665,3,0
136,136,136,136,11,298698,11,0,486.3591380896981,1647.9619870869233,-17.44781775637682,9.565314061977233,9,0
137,137,137,137,11,934143,15,0,1894.759888676085,1129.1942785202116,79.77995234207287,-6.95378967131296,11,0
138,138,138,138,11,297074,24,0,2039.0152926146948,659.004942537069,0.0,-11.000082500618646,19,0
139,139,139,139,11,296510,2,0,538.1782371338196,340.3901886717913,-79.01794680875861,-52.30737775351885,8,0
140,140,140,140,11,297502,16,0,1268.153032055259,882.9307240458487,18.10451822714731,84.96455254619809,12,0
141,141,141,141,11,297982,23,0,1791.9426918729441,1230.9619828270554,-173.12809699343532,-128.92711039143614,17,0
142,142,142,142,11,299231,26,0,1805.0135376015319,2039.0152926146948,99.92957469902922,-85.87559197079419,20,0
143,143,143,143,11,296026,25,0,569.2046987247397,36.931163042788356,-47.67428907084195,74.92453892298661,21,0
144,144,144,144,12,317316,22,0,132.00232632557066,1123.1600981956476,87.71559651576382,-43.941889290509145,18,0
145,145,145,145,12,316229,10,0,1805.637708447523,455.34794505339516,11.11689551659151,-26.64330884418422,7,0
146,146,146,146,12,315532,27,0,1851.0138826041186,0.0,28.000210001575397,0.0,22,0
147,147,147,147,12,317135,16,0,1286.2575502824066,967.8952765920468,2.6366862106208373,28.199038073102088,12,0
148,148,148,148,12,316552,24,0,2039.0152926146948,648.0048600364504,0.0,0.0,19,0
149,149,149,149,12,934047,15,0,1974.5398410181585,1122.2404888488984,0.0,0.0,11,0
150,150,150,150,12,315927,2,0,459.16029032506106,288.0828109182725,-13.383011668825814,-52.40068073598253,8,0
151,151,151,151,12,317471,28,0,2004.0737136925634,1220.0524762385758,-110.60343077047764,-32.092883488429834,23,0
152,152,152,152,12,317083,5,3,1085.6530144517103,928.4252788656216,-25.017806787453537,-45.26546851472085,15,0
153,153,153,153,12,318700,26,0,1904.9431123005606,1953.1397006439008,-42.80223452943051,-21.436079746630405,20,0
154,154,154,154,12,317293,23,0,1618.8145948795084,1102.0348724356193,-91.13771215974613,-93.81991476439795,17,0
155,155,155,155,12,318191,11,0,468.91132033332116,1657.5273011489005,-4.108688893290776,-5.880432672240659,9,0
156,156,156,156,12,316584,4,3,954.5852235907179,665.8614824273876,-34.55054091578518,-20.889721414417178,16,0
157,157,157,157,12,315947,12,0,1032.5554662999893,305.02315660437336,-25.21660690252191,36.59060897233581,2,0
158,158,158,158,12,317227,7,0,567.7034714335002,1063.0745293264297,-10.725477746310956,4.8977169972622505,3,0
159,159,159,159,12,317181,17,0,933.8886439031523,1023.4736461337677,-20.489474966503394,-139.90322049076406,10,0
160,160,160,160,12,316606,18,0,1098.206017679032,672.8764718195581,-113.73248588081356,-59.25836201681841,6,0
161,161,161,161,12,315642,25,0,521.5304096538979,111.85570196577495,81.47411288002105,-111.85570196577495,21,0
162,162,162,162,13,345346,18,0,984.4735317982183,613.6181098027397,-0.11881509726549665,-6.312841625408622,6,0
163,163,163,163,13,345422,4,3,920.0346826749327,644.9717610129703,-41.95269658586642,-11.082154658605988,16,0
164,164,164,164,13,344905,12,0,1007.3388593974672,341.61376557670917,-91.94515446660593,86.18730783050914,2,0
165,165,165,165,13,345429,24,0,2039.0152926146948,648.0048600364504,0.0,0.0,19,0
166,166,166,166,13,346006,23,0,1527.6768827197625,1008.2149576712213,-37.350393689815064,-49.79575092197479,17,0
167,167,167,167,13,346079,7,0,556.9779936871894,1067.972246323692,17.026311345098293,2.035778736496013,3,0
168,168,168,168,13,347172,11,0,464.8026314400305,1651.6468684766598,20.489627246455253,-2.3100447414462906,9,0
169,169,169,169,13,345837,5,3,1060.6352076642568,883.1598103509007,-27.63717330986788,-52.13531266439122,15,0
170,170,170,170,13,346221,28,0,1893.4702829220853,1187.959592750146,-170.71256437575425,-27.08968144190635,23,0
171,171,171,171,13,345836,17,0,913.3991689366493,883.5704256430034,113.31757018983784,167.3980858623146,10,0
172,172,172,172,13,347628,26,0,1862.1408777711304,1931.7036208972704,71.77254954411616,-21.472041904307613,20,0
173,173,173,173,13,344751,2,0,445.7772786562352,235.68213018229,-36.54791824057453,13.701316588600776,8,0
174,174,174,174,13,346091,22,0,219.71792284133446,1079.2182089051385,8.653396907484991,-0.7816454418677949,18,0
175,175,175,175,13,344437,30,0,791.0059325444943,0.0,-5.000037500281337,0.0,25,0
176,176,176,176,13,345076,10,0,1816.7546039641143,428.70463620921083,15.331031816084533,-44.961272449257876,7,0
177,177,177,177,13,344438,27,0,1879.0140926056945,0.0,28.60097429421421,25.99671050109013,22,0
178,178,178,178,13,344688,29,0,2039.0152926146948,193.0014475108564,0.0,0.0,24,0
179,179,179,179,13,344435,25,0,603.0045225339188,0.0,11.000082500618989,0.0,21,0
180,180,180,180,13,345983,16,0,1288.8942364930272,996.0943146651488,-3.6721162211993033,-4.83127038661803,12,0
181,181,181,181,14,371141,4,3,878.0819860890663,633.8896063543644,-5.185147057791255,12.10430592264106,16,0
182,182,182,182,14,370183,30,0,786.0058950442128,0.0,5.000037500281337,0.0,25,0
183,183,183,183,14,370182,25,0,614.0046050345379,0.0,-117.26695217359327,168.8221434942786,21,0
184,184,184,184,14,371782,7,0,574.0043050322878,1070.008025060188,56.90329609484945,-16.749697649062455,3,0
185,185,185,185,14,371693,16,0,1285.222120271828,991.2630442785307,-5.261344711859239,-14.450754554805375,12,0
186,186,186,186,14,373292,26,0,1933.913427315247,1910.2315789929626,-4.699506776420321,-32.4996334708128,20,0
187,187,187,187,14,371790,22,0,228.37131974881947,1078.4365634632707,-20.613431976521444,13.426956587214587,18,0
188,188,188,188,14,371758,17,0,1026.7167391264868,1050.968511505318,-50.32015606171376,163.4344940350843,10,0
189,189,189,189,14,370187,27,0,1907.6150668999087,25.99671050109013,41.69520955321945,19.20811892385843,22,0
190,190,190,190,14,370507,2,0,409.2293604156608,249.3834467708908,-129.4756063525523,6.707327758797362,8,0
191,191,191,191,14,370837,12,0,915.3937049308612,427.8010734072184,-8.658252590980396,34.63506176737889,2,0
192,192,192,192,14,372820,11,0,485.29225868648575,1649.3368237352136,57.44692483630433,-23.056046604040603,9,0
193,193,193,193,14,371094,18,0,984.3547167009527,607.3052681773312,0.7773682322251716,-24.57081313439687,6,0
194,194,194,194,14,371920,28,0,1722.7577185463315,1160.8699113082394,-72.23083561564546,-4.980803882435566,23,0
195,195,195,195,14,371632,23,0,1490.3264890299474,958.4192067492463,-49.976758860746926,-52.06019011109153,17,0
196,196,196,196,14,370747,10,0,1832.085635780199,383.74336375995284,3.3260957761460763,-71.46371425236947,7,0
197,197,197,197,14,371450,5,3,1032.9980343543891,831.0244976865094,-8.083129140695519,-13.281597101906982,15,0
198,198,198,198,15,393702,18,0,985.1320849331779,582.7344550429343,78.22725498223508,-32.99231638327876,6,0
199,199,199,199,15,394340,16,0,1279.9607755599686,976.8122897237256,4.349366390589239,16.88392122588925,12,0
200,200,200,200,15,394595,28,0,1650.526882930686,1155.889107425804,-29.580891125454396,-6.693693935761986,23,0
201,201,201,201,15,395459,11,0,542.7391835227902,1626.2807771311734,-15.37552219434906,-6.352561842303658,9,0
202,202,202,202,15,394223,23,0,1440.3497301692005,906.359016638155,-65.96787233381383,-47.71961317041712,17,0
203,203,203,203,15,394509,22,0,207.7578877722981,1091.8635200504852,-105.82886587930716,53.69087282513465,18,0
204,204,204,204,15,393033,25,0,496.7376528609448,168.8221434942786,11.100451983430162,33.74350247501195,21,0
205,205,205,205,15,394455,7,0,630.9076011271371,1053.2583274111257,-12.64936099744864,19.586272399641075,3,0
206,206,206,206,15,394068,5,3,1024.9149052136934,817.7429005846025,15.783361158222988,-20.84293736828284,15,0
207,207,207,207,15,393175,2,0,279.75375406310843,256.09077452968813,-176.18655532488248,-8.994278850217512,8,0
208,208,208,208,15,393269,10,0,1835.4117315563446,312.2796495075835,-42.65024437564648,3.1608192109251263,7,0
209,209,209,209,15,395890,26,0,1929.2139205388266,1877.7319455221493,37.32290991887771,-21.056479126158138,20,0
210,210,210,210,15,393491,12,0,906.7354523398807,462.43613517459727,37.63217636584,-72.89709869456124,2,0
211,211,211,211,15,392819,30,0,791.0059325444943,0.0,0.0,0.0,25,0
212,212,212,212,15,394687,17,0,976.3965830647728,1214.4030055404025,40.46647276770011,240.65627585826473,10,0
213,213,213,213,15,395327,31,0,2039.0152926146948,1550.0116250871881,0.0,-25.00018750140612,26,0
214,214,214,214,15,392860,27,0,1949.3102764531282,45.20482942494856,64.35739071579086,39.042482904466574,22,0
215,215,215,215,15,393787,4,3,872.896839031275,645.9939122770055,-1.8349855665666155,8.959129327780149,16,0
216,216,216,216,16,421444,26,0,1966.536830457704,1856.675466395992,64.3994904688243,-8.962661537564829,20,0
217,217,217,217,16,420035,16,0,1284.310141950558,993.6962109496144,-26.81401655233526,-58.282069343683126,12,0
218,218,218,218,16,418880,25,0,507.83810484437487,202.56564596929059,3.1966664802998253,39.178666621017534,21,0
219,219,219,219,16,419019,10,0,1792.7614871806986,315.4404687185086,-29.07988967728125,-84.02843305932731,7,0
220,220,220,220,16,418645,27,0,2013.667667168919,84.24731232941514,0.0,0.0,22,0
221,221,221,221,16,420123,7,0,618.2582401296885,1072.8445998107666,-43.96016824285197,10.888504581890633,3,0
222,222,222,222,16,419554,4,3,871.0618534647084,654.9530416047858,12.862487244322553,7.190968833041552,16,0
223,223,223,223,16,420844,31,0,2039.0152926146948,1525.0114375857818,-10.242694614228183,14.545713855268787,26,0
224,224,224,224,16,418538,32,0,846.0063450475877,0.0,-5.000037500281337,0.0,27,0
225,225,225,225,16,418935,2,0,103.56719873822588,247.09649567947062,-82.76155228626004,-15.075334636525838,8,0
226,226,226,226,16,419125,12,0,944.3676287057208,389.53903648003603,-0.09392404912148322,-8.67552763423771,2,0
227,227,227,227,16,419765,5,3,1040.6982663719164,796.8999632163196,8.059062500150276,11.716128530130165,15,0
228,228,228,228,16,420209,22,0,101.92902189299086,1145.55439287562,-84.15707553407185,49.09271544534522,18,0
229,229,229,229,16,419839,23,0,1374.3818578353869,858.6394034677379,-10.432288431395364,-25.760745368649737,17,0
230,230,230,230,16,420991,11,0,527.363661328441,1619.9282152888693,7.459764409265404,3.7312015508480254,9,0
231,231,231,231,16,419387,18,0,1063.359339915413,549.7421386596553,44.25707180681185,-1.89310852091171,6,0
232,232,232,232,16,420728,17,0,1016.8630558324733,1455.059281398667,-233.2117736334177,49.79218631075059,10,0
233,233,233,233,16,420217,28,0,1620.9459918052316,1149.195413490042,-9.637980303398537,-1.4985467266660637,23,0
234,234,234,234,17,444615,2,0,20.80564645196584,232.02116104294478,0.0,0.0,8,0
235,235,235,235,17,445538,5,3,1048.7573288720666,808.6160917464497,4.427782108137992,20.484491586219406,15,0
236,236,236,236,17,446818,31,0,2028.7725980004666,1539.5571514410508,-13.733582863433185,-1.5877479901400875,26,0
237,237,237,237,17,445763,16,0,1257.4961253982226,935.4141416059316,-43.19241613994269,-80.57958573842815,12,0
238,238,238,238,17,446179,22,0,17.77194635891902,1194.6471083209653,-17.77194635891902,8.361914246704147,18,0
239,239,239,239,17,445295,4,3,883.9243407090311,662.1440104378272,-1.970305656171945,13.655832827931821,16,0
240,240,240,240,17,446735,17,0,783.6512821990555,1504.8514677094174,-175.3349444645311,60.53642002580841,10,0
241,241,241,241,17,444617,10,0,1763.6815975034174,231.41203565918133,-48.67579749401944,-96.15778063726569,7,0
242,242,242,242,17,445108,18,0,1107.616411722225,547.8490301387436,-2.081997795728057,0.4122359820619295,6,0
243,243,243,243,17,447317,26,0,2030.9363209265287,1847.7128048584268,-34.942803908944825,-41.4994271711446,20,0
244,244,244,244,17,445584,23,0,1363.9495694039913,832.8786580990883,97.54041393285273,94.47574300100791,17,0
245,245,245,245,17,446110,28,0,1611.3080115018329,1147.696866763376,-15.457415784587738,-2.2248384417337093,23,0
246,246,246,246,17,444826,12,0,944.2737046565994,380.8635088457983,4.8781765247742905,-4.621990514693606,2,0
247,247,247,247,17,444635,25,0,511.0347713246745,241.74431259030808,-3.94055391328493,52.137919627150154,21,0
248,248,248,248,17,446011,7,0,574.2980718868365,1083.7331043926574,0.0,0.0,3,0
249,249,249,249,17,446939,11,0,534.8234257377064,1623.659416839717,40.2875472364351,7.275292111919497,9,0
250,250,250,250,17,444281,32,0,841.0063075473065,0.0,-5.137084956219496,18.460843548536705,27,0
251,251,251,251,18,470374,32,0,835.869222591087,18.460843548536705,-2.4149781116088893,8.013627442865168,27,0
252,252,252,252,18,470917,12,0,949.1518811813736,376.2415183311047,0.0,0.0,2,0
253,253,253,253,18,472933,11,0,575.1109729741414,1630.9347089516364,8.295736048713025,-2.352979873065124,9,0
254,254,254,254,18,472002,9,7,623.2888990664493,1060.0250883877525,109.52064705584246,34.77223930154128,28,0
