,Unnamed: 0,Unnamed: 0.1,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt6_n0_dx,dt6_n0_dy,track_id_unique_pred,track_id_parent_pred
0,0,0,0,10505,19,0,1767.0773657265242,141.22938970268405,-178.9479823593781,33.49205366462593,1,0
1,1,1,0,12877,2,0,2002.050875164104,1523.6779041637244,-21.389534832194613,-48.5022636543456,2,0
2,2,2,0,10320,47,0,833.5317789539772,20.207452407971324,0.0,0.0,3,0
3,3,3,0,13264,13,0,1061.1355087064546,1742.2309821803103,-40.863312746309816,-12.949248144831015,4,0
4,4,4,0,10513,12,0,451.531296624313,151.23794173692352,-50.52828910175663,-151.23794173692352,5,0
5,5,5,0,13201,49,0,1117.8109782750028,1700.2523186856265,-44.84407364646245,-8.46115608898458,6,0
6,6,6,0,11540,1,0,1225.7494742631322,731.9730609267772,-8.425392641983535,-16.396967934261287,7,0
7,7,7,0,12310,22,0,814.5074961100541,1143.7540055979402,-11.307604912346964,-39.52073923286253,8,0
8,8,8,0,12314,55,0,0.0,1145.0085875644068,26.432374080900306,5.4431053228775,9,0
9,9,9,0,10531,52,0,322.1596817034843,165.10895206888222,10.065263654859166,51.698259277475,10,0
10,10,10,0,11302,18,0,1828.6903995231592,612.4037453763212,-18.852037498623762,34.57701561717533,11,0
11,11,11,0,13543,48,0,321.83075428613057,1893.5430661785683,24.11704563847837,-5.8488426858059475,12,0
12,12,12,0,12462,38,0,1774.056871441983,1249.1147819122787,-68.30098978518596,37.13907107562818,13,0
13,13,13,0,12719,41,0,1293.6841819341635,1400.2895236830573,3.6275212674970585,-8.771016679383592,14,0
14,14,14,0,12786,34,0,54.984216540756684,1461.2465149763464,-54.984216540756684,0.7644501058914557,15,0
15,15,15,0,10611,6,0,698.2126496921214,229.23858539521413,-57.8872943215074,21.925642124052192,16,0
16,16,16,0,12212,31,0,1531.3841710293473,1075.1070859865226,-227.47463050012686,29.42797239684751,17,0
17,17,17,0,12404,3,0,1544.4020473026071,1205.6920349156344,-5.005801963341583,17.525428769198694,18,0
18,18,18,0,11575,9,0,1253.2826276670935,750.7090186508627,1.5007995705454955,-17.424126786421425,19,0
19,19,19,0,11386,25,0,97.45629845798796,649.4579710697137,13.463011344128251,-60.20402123006636,20,0
20,20,20,0,10428,44,0,1984.8276585261096,84.24689853287647,27.68743533709425,23.253907723170446,21,0
21,21,21,0,12798,26,0,1224.3347697545255,1470.8150996823779,0.0,0.0,22,0
22,22,22,0,12862,37,0,755.4815862000634,1511.6223336187259,-106.79448243796536,25.908258052817697,23,0
23,23,23,1,27085,48,0,345.94779992460894,1887.6942234927624,-12.825534336437727,-1.6305781363737424,12,0
24,24,24,1,23886,12,0,401.0030075225564,0.0,0.0,0.0,5,0
25,25,25,1,26703,27,26,1263.126782709751,1632.0717311416522,121.95102418527836,-61.98014521706409,25,0
26,26,26,1,27279,60,0,394.0029550221626,2039.0152926146948,0.0,0.0,24,0
27,27,27,1,23889,64,0,1649.0123675927564,0.0,-2.000015000112626,0.0,26,0
28,28,28,1,25939,55,0,26.432374080900306,1150.4516928872845,44.36823660762244,43.982893073562316,9,0
29,29,29,1,26771,49,0,1072.9669046285403,1691.7911625966422,39.29615774436071,-2.534641293092818,6,0
30,30,30,1,25176,62,0,0.0,712.0053400400502,74.25776539767901,-129.5721713474485,27,0
31,31,31,1,26264,63,0,1997.9714309330184,1370.4983354934645,-149.85742441568095,-106.77614437291165,28,0
32,32,32,1,25179,1,0,1217.3240816211487,715.5760929925157,1.265788051475738,1.2744640524268789,7,0
33,33,33,1,26144,38,0,1705.7558816567969,1286.2538529879068,-26.31160404630987,36.9093722867965,13,0
34,34,34,1,26401,34,0,0.0,1462.0109650822378,0.0,-4.000030000225024,15,0
35,35,35,1,25893,22,0,803.1998911977072,1104.2332663650777,-15.679157986163546,2.903078867534987,8,0
36,36,36,1,25895,31,0,1303.9095405292205,1104.5350583833701,-119.13903414626087,-11.762709590966324,17,0
37,37,37,1,24169,52,0,332.2249453583434,216.8072113463572,202.0455924902025,-30.93611254152782,10,0
38,38,38,1,27115,61,0,750.6604670691594,1918.4239244896528,-88.16066999096131,-114.43628711305382,29,0
39,39,39,1,26540,37,0,648.687103762098,1537.5305916715436,-94.22345272032078,32.801067236710416,23,0
40,40,40,1,24236,6,0,640.325355370614,251.16422751926632,11.469092851593018,28.00154373325877,16,0
41,41,41,1,25069,18,0,1809.838362024536,646.9807609934966,16.71662046902111,30.12946739043355,11,0
42,42,42,1,24947,25,0,110.91930980211622,589.2539498396475,23.673708216624263,-41.8163663198286,20,0
43,43,43,1,25207,9,0,1254.7834272376392,733.2848918644414,6.882839595680026,2.51048540125214,19,0
44,44,44,1,26039,3,0,1539.3962453392658,1223.217463684833,26.983635897722248,93.01901630275484,18,0
45,45,45,1,26298,41,0,1297.3117032016605,1391.5185070036734,-0.3472383465079929,0.2909163484130204,14,0
46,46,46,1,26426,2,0,1980.6613403319093,1475.1756405093793,-29.89315769487257,-51.63112620171432,2,0
47,47,47,1,24122,19,0,1588.129383367146,174.72144336730994,-72.5112904692428,10.462659414411887,1,0
48,48,48,1,26747,30,26,1199.1525671633235,1675.844435508584,-24.69775149889688,148.68393654999045,30,0
49,49,49,1,26813,13,0,1020.2721959601448,1729.281734035479,-5.000185409062283,8.658569634069863,4,0
50,50,50,1,941361,44,0,2012.5150938632041,107.50080625604693,15.00011250084367,-3.000022500168725,21,0
51,51,51,2,46276,55,0,70.80061068852272,1194.4345859608466,0.0,0.0,9,0
52,52,52,2,47305,30,26,1174.4548156644266,1824.5283720585746,-8.458465628423026,160.23508726728596,30,0
53,53,53,2,44170,64,0,1647.0123525926444,0.0,0.14105283241610778,37.072756262778796,26,0
54,54,54,2,47243,61,0,662.4997970781981,1803.9876373765994,-99.69912651931236,-68.14764012226487,29,0
55,55,55,2,45325,18,0,1826.5549824935565,677.1102283839301,67.75837943310194,3.4245436065182275,11,0
56,56,56,2,46671,34,0,0.0,1458.010935082013,57.01423079077604,-1.697370639576775,15,0
57,57,57,2,44564,6,0,651.7944482222073,279.1657712525251,-15.779784748743849,67.04217630785496,16,0
58,58,58,2,46622,2,0,1950.7681826370367,1423.5445143076652,-21.347629113320863,-37.747375272842866,2,0
59,59,59,2,47135,65,0,0.0,1736.013020097651,81.0461506426528,55.90824141160692,31,0
60,60,60,2,45155,62,0,74.25776539767901,582.4331686926017,17.895925287713638,-15.890690579468243,27,0
61,61,61,2,47141,13,0,1015.2720105510823,1737.9403036695492,-8.231430388875992,0.6037979134009674,4,0
62,62,62,2,44391,52,0,534.2705378485458,185.87109880482944,74.6508262029174,-55.270300685518606,10,0
63,63,63,2,46119,31,0,1184.7705063829594,1092.7723487924038,-24.19398213930481,-1.3433313998730227,17,0
64,64,64,2,46376,63,0,1848.1140065173367,1263.722191120553,-36.06389595559972,-75.06039415384727,28,0
65,65,65,2,46440,3,0,1566.379881236988,1316.2364799875882,-3.4280510063586007,-158.20983696309574,18,0
66,66,66,2,44395,19,0,1515.6180928979034,185.18410278172183,-106.64001468713808,58.42463496693594,1,0
67,67,67,2,45099,25,0,134.59301801874048,547.4375835198189,26.562611124564448,-47.01680835995239,20,0
