Unnamed: 0,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt4_n0_dx,dt4_n0_dy,FRAME,prev_dt4_n0_dx,prev_dt4_n0_dy,ux0,uy0,ux1,uy1,ux2,uy2,ux3,uy3,u_flag,ID_next,track_id_unique_pred,track_id_parent_pred,predicted,pos_x_pred,pos_y_pred,dt4_dx_pred,dt4_dy_pred
0,2657,17,0,1274.295579654737,769.0419130254767,28.54282139230577,18.896381254129324,0,0.0,0.0,13.758691182411571,13.758691182411567,-1.5296824613748454,1.5296824613748456,-25.91076810182303,-25.91076810182302,1.227266231938188,-1.2272662319381884,2,15752.0,1,0,1,1272.5102592535452,766.6276149679205,-1.7853204011917114,-2.4142980575561523
1,1668,42,0,1739.5551421725402,439.9031174376311,5.693494559912777,-8.488306736181528,0,0.0,0.0,14.65967742855199,14.659677428551989,-21.337277014116736,21.337277014116736,-1.0552661548871247,-1.0552661548871245,5.37418532533291,-5.374185325332912,2,14470.0,2,0,1,1740.0180547618518,450.81819846180105,0.46291258931159973,10.915081024169922
2,7207,19,0,1225.611760551718,1863.099728474996,34.518605064651176,-15.795119113968212,0,0.0,0.0,12.258772509353753,12.258772509353749,-19.68981613288229,19.68981613288229,-0.7258736770103875,-0.7258736770103873,9.75194455194642,-9.751944551946425,2,18956.0,3,0,1,1227.515887434271,1870.9571455816244,1.9041268825531006,7.857417106628418
3,2664,33,0,677.8943389609269,771.3060335661341,-25.936739317843717,18.387473117827998,0,0.0,0.0,0.19232162128541175,0.19232162128541172,-40.22330933464231,40.22330933464232,-0.2734203896267217,-0.2734203896267217,1.7373569480945457,-1.7373569480945463,2,15761.0,4,0,1,666.0537189200334,785.9479507948329,-11.840620040893555,14.64191722869873
4,3274,28,0,1834.4509924278564,938.5055887628819,8.34083179030381,-5.506755233246054,0,0.0,0.0,2.0852079475759524,-1.376688808311485,2.0852079475759524,-1.376688808311485,2.0852079475759524,-1.376688808311485,2.0852079475759524,-1.376688808311485,0,16132.0,5,0,0,1842.7918242181602,932.9988335296359,8.34083179030381,-5.50675523324594
5,3883,13,0,1666.0810644871756,1096.8216164678677,-95.97490740427202,-120.70169729594944,0,0.0,0.0,3.3157743372381447,3.3157743372381443,-1.5909440120402032,1.5909440120402034,-13.858829565662544,-13.858829565662539,23.660859746505366,-23.660859746505373,2,,6,0,1,1672.357496524529,1085.89111643735,6.276432037353516,-10.930500030517578
6,5771,41,0,1886.7206117208227,1629.5892588376666,100.80227659801426,-35.87621507680342,0,0.0,0.0,1.847271240174061,1.8472712401740603,-0.6484131958541098,0.64841319585411,-0.7575001716391364,-0.7575001716391361,39.17322313280428,-39.173223132804296,2,,7,0,1,1902.176381259702,1615.7872435331012,15.455769538879395,-13.80201530456543
7,304,1,0,1887.0141526061443,0.0,-14.000105000787473,0.0,0,0.0,0.0,-3.500026250196868,0.0,-3.500026250196868,0.0,-3.500026250196868,0.0,-3.500026250196868,0.0,0,13292.0,8,0,0,1873.0140476053568,0.0,-14.000105000787471,0.0
8,1968,20,0,1417.8475179566776,548.0478658155474,-11.297344890208025,-107.19316711793176,0,0.0,0.0,2.14382378931164,2.1438237893116394,-0.6204850476695215,0.6204850476695216,-37.194911598101775,-37.19491159810176,2.467184262913058,-2.467184262913059,2,,9,0,1,1409.7807702912723,537.6261367277178,-8.066747665405273,-10.42172908782959
9,3025,36,0,23.636473035597266,873.3200124227341,5.554279145550032,-17.871572887896832,0,0.0,0.0,14.81759155467867,14.817591554678664,-2.5130336593820743,2.5130336593820743,-22.14166647668656,-22.14166647668655,2.954116760952377,-2.9541167609523784,2,15879.0,10,0,1,23.570138907217444,872.0634995424087,-0.06633412837982178,-1.2565128803253174
